"x","y"
269,253
24,27
192,142
256,222
228,75
237,247
226,123
112,132
101,293
59,221
216,145
84,136
217,268
95,145
76,246
268,277
139,38
26,83
187,212
141,176
167,283
212,62
267,261
209,54
82,135
102,272
94,33
212,148
60,78
6,48
45,246
157,133
129,27
54,77
190,216
216,267
218,265
228,161
231,170
146,184
53,84
203,68
134,285
66,179
117,135
63,286
213,288
47,109
42,254
50,234
266,260
104,34
225,99
65,187
90,152
267,235
223,119
109,279
10,64
70,25
222,45
60,28
96,35
74,129
83,136
180,60
6,41
234,251
62,280
179,57
108,219
107,289
72,58
159,91
5,49
151,6
128,280
245,291
27,23
222,296
223,54
244,280
229,67
213,49
63,226
67,183
182,213
26,23
160,7
216,129
43,250
231,81
11,73
169,111
9,41
145,53
111,135
227,104
262,278
189,8
101,37
215,268
108,216
66,193
77,106
48,247
212,290
51,234
254,284
197,15
73,172
147,72
213,275
110,273
91,152
92,263
136,32
187,5
67,83
109,141
266,265
189,127
81,295
29,66
40,97
84,38
228,251
140,175
119,282
244,213
134,34
136,22
227,105
162,286
182,220
76,252
80,113
199,58
134,179
44,262
104,126
112,279
190,218
82,275
86,157
78,278
64,91
181,62
68,224
76,164
91,37
143,16
95,143
224,59
228,108
101,275
229,256
228,261
267,250
104,29
149,74
269,258
64,197
113,279
4,47
146,135
165,63
193,9
162,285
184,214
224,76
68,53
143,183
39,23
181,214
157,167
91,266
131,134
179,132
235,179
137,45
16,34
100,143
69,63
249,289
169,108
136,286
216,66
224,50
217,44
235,274
149,58
219,149
112,33
99,146
65,226
188,216
225,41
54,26
12,34
225,76
118,279
80,153
162,132
154,87
225,74
18,72
66,85
63,194
120,278
64,125
147,181
234,236
212,135
168,136
233,295
89,266
97,269
89,296
199,277
45,233
159,66
82,114
233,297
93,298
226,104
154,130
272,262
265,274
72,104
227,79
140,42
152,284
220,131
136,26
212,136
189,138
258,280
118,135
59,282
245,195
112,142
96,125
213,51
175,5
122,30
218,150
141,16
178,113
244,221
50,115
151,10
263,228
243,230
227,163
228,79
263,279
226,53
226,154
160,66
246,210
49,275
95,268
135,29
25,29
188,8
62,214
159,101
248,281
221,73
176,58
172,109
61,197
43,245
153,284
63,210
32,80
80,108
61,192
42,102
76,157
113,139
130,280
185,210
238,233
148,79
78,250
184,213
241,185
15,33
70,102
152,62
73,103
263,234
171,106
52,229
248,211
60,72
176,116
269,254
200,137
111,216
39,81
115,137
46,242
176,133
104,143
243,189
9,69
245,295
227,97
97,39
211,137
213,29
47,275
194,15
172,110
49,279
8,65
128,32
146,285
230,259
107,282
184,282
212,53
70,168
240,239
223,75
81,136
70,60
71,234
112,281
147,133
251,220
193,59
119,29
64,188
85,296
185,129
182,5
148,289
207,138
123,25
135,131
225,98
230,96
234,293
77,102
170,287
4,44
67,93
87,35
81,248
201,16
227,115
147,11
65,181
67,224
190,129
200,59
125,283
68,91
224,45
51,276
49,277
211,51
153,129
121,138
9,66
53,231
215,31
44,241
211,148
78,252
137,133
100,270
134,25
68,62
56,116
179,118
137,26
119,136
216,34
5,60
247,282
71,278
134,284
72,297
79,296
141,43
240,208
25,79
209,47
227,264
143,14
208,270
205,277
42,91
207,19
232,72
131,285
232,295
206,141
54,20
219,127
17,79
144,285
230,158
239,170
152,84
95,265
150,66
82,133
81,105
245,218
101,38
219,289
228,157
260,228
53,275
182,283
81,156
213,50
66,84
258,224
46,84
48,81
216,294
127,31
258,287
218,271
135,31
238,171
187,10
155,6
226,122
145,47
155,129
149,12
230,295
101,147
52,273
8,41
264,273
94,39
87,34
66,29
158,75
86,272
230,87
63,86
187,211
143,288
74,58
212,150
95,272
4,48
156,7
65,227
85,254
187,210
7,66
202,58
200,275
150,83
137,24
228,156
114,277
71,130
13,39
145,54
169,64
243,225
59,200
226,51
219,125
259,281
75,98
224,257
105,139
224,117
74,237
47,24
70,99
64,187
45,81
105,143
69,61
130,136
35,80
228,96
111,137
184,281
209,284
187,136
159,7
50,88
72,294
50,224
195,12
171,59
144,19
242,208
172,113
222,158
169,133
183,62
187,129
94,117
181,212
132,186
184,6
192,280
177,119
64,281
12,31
225,101
186,121
123,137
196,139
8,57
186,63
267,271
193,139
217,30
223,122
65,183
247,213
255,219
87,119
228,298
222,77
59,283
188,137
58,223
40,42
206,63
251,214
245,292
171,3
191,134
204,17
255,284
69,28
237,292
72,50
83,156
100,272
67,80
230,73
158,288
208,64
78,34
171,5
139,284
155,54
66,73
76,54
153,81
108,213
65,191
223,123
105,128
183,6
97,265
103,143
51,80
63,185
122,139
181,219
85,110
63,25
119,30
73,167
84,259
147,82
254,292
70,27
124,30
157,7
56,27
171,111
182,286
208,23
94,144
48,232
125,279
62,196
224,108
140,287
163,7
182,134
72,52
145,13
152,79
195,141
150,85
48,230
209,286
104,272
227,100
52,23
115,139
236,166
7,47
194,63
236,276
104,273
8,35
58,117
266,266
210,50
59,77
177,1
60,24
240,211
63,289
148,130
135,287
171,1
196,59
222,51
83,107
204,143
233,293
135,136
129,131
213,292
232,77
127,283
219,36
36,93
182,284
217,34
202,281
223,38
255,283
56,285
241,205
144,9
231,169
26,79
94,263
107,59
207,274
24,28
211,48
201,64
191,279
229,84
8,36
214,132
247,294
182,218
28,21
246,293
163,75
171,130
240,277
35,21
39,90
242,199
238,176
69,93
260,287
177,4
65,85
64,193
237,177
225,59
152,11
39,20
218,125
7,57
266,253
18,78
72,127
149,130
45,248
112,28
64,84
211,50
223,153
111,29
243,280
202,139
58,218
66,87
119,134
231,66
207,277
106,276
164,102
232,169
244,200
107,214
80,111
228,82
261,236
260,223
72,164
268,258
186,136
173,136
272,265
228,98
48,269
138,29
43,107
76,48
238,246
230,255
94,118
79,136
184,3
218,267
187,280
233,76
135,283
209,64
13,75
152,89
244,209
215,290
87,113
240,192
210,26
154,129
229,101
225,46
218,133
136,21
136,29
190,61
84,293
80,163
226,92
227,263
45,249
177,287
238,224
65,122
89,35
62,202
226,294
107,290
62,123
111,37
113,27
141,174
119,138
47,272
64,183
16,71
222,73
163,103
119,33
102,128
244,196
94,268
218,70
83,260
53,119
46,239
44,254
218,69
194,283
198,63
246,198
106,214
42,95
94,141
72,59
184,283
105,273
154,134
43,243
242,279
131,180
195,139
64,293
53,80
176,109
220,38
238,231
86,38
16,73
15,75
120,30
223,294
202,141
186,216
239,223
210,275
126,136
202,19
261,233
44,267
226,256
102,294
134,183
240,225
232,254
71,291
66,233
233,167
58,280
226,101
228,62
108,285
225,65
155,89
253,286
73,164
194,137
238,298
229,260
239,242
103,140
68,81
220,119
129,32
164,2
49,264
228,93
194,60
228,100
137,35
24,23
190,11
172,108
160,75
226,99
195,61
141,130
178,284
68,279
138,31
66,64
78,43
213,137
227,90
198,15
45,265
155,9
232,269
189,213
46,254
237,295
255,289
239,180
141,22
188,140
168,102
148,80
74,292
209,137
65,204
157,285
231,98
100,32
174,61
243,220
173,131
249,294
140,23
156,63
101,270
155,97
174,116
225,113
244,190
94,41
21,26
226,46
64,70
53,120
29,27
93,139
66,222
45,262
109,137
185,6
41,98
5,45
71,95
67,180
234,272
250,289
60,288
124,284
195,15
174,63
210,32
173,130
196,64
226,87
225,82
67,229
57,24
38,85
245,202
231,78
240,210
155,130
232,250
139,44
211,65
111,283
258,285
91,293
135,186
57,224
34,80
168,289
266,255
212,65
52,282
44,243
198,62
211,20
48,252
268,244
204,13
128,31
238,189
137,205
91,145
133,186
78,52
189,214
54,122
158,93
64,218
66,83
181,133
207,61
212,45
43,109
36,94
94,148
242,278
66,79
71,55
231,294
171,132
102,288
207,282
218,42
137,181
222,82
26,28
236,176
221,152
64,210
65,199
56,221
112,140
215,69
225,261
228,56
106,32
74,293
250,217
80,44
67,280
226,297
212,142
213,134
147,56
112,129
228,97
120,139
46,266
229,75
44,244
130,131
241,196
69,92
112,29
51,78
173,286
72,238
233,87
80,250
165,106
91,114
157,62
166,4
138,32
48,24
93,146
88,265
130,165
152,167
118,282
143,177
226,43
86,45
136,18
197,283
71,172
74,100
45,19
68,235
170,62
241,207
48,242
250,292
223,293
110,216
225,73
48,243
136,136
138,132
86,255
199,276
90,268
116,137
82,48
46,251
179,121
2,55
66,232
170,4
82,35
163,97
227,260
67,61
67,74
137,25
77,156
79,159
270,256
41,38
43,257
155,166
244,197
194,7
243,215
243,191
232,256
87,137
65,80
208,49
141,145
55,225
158,55
198,48
213,285
198,10
138,288
72,233
213,138
137,16
101,127
65,89
132,283
56,75
70,128
113,277
192,7
94,296
46,83
54,225
220,122
90,42
133,281
29,26
52,225
183,133
67,222
7,42
165,65
128,30
203,63
139,50
67,179
177,58
4,54
113,210
92,144
160,133
50,227
110,215
75,295
130,182
122,137
218,131
54,24
147,185
222,126
210,269
72,129
141,12
121,133
48,233
179,3
199,144
140,50
213,39
11,70
72,236
198,281
41,34
247,216
66,229
228,95
221,131
86,261
205,65
203,23
231,249
223,44
184,209
62,216
39,96
188,283
95,266
53,284
74,54
88,139
83,37
206,56
57,27
243,187
211,23
172,3
221,36
246,219
167,285
48,248
185,124
60,211
224,160
55,222
164,0
150,82
231,159
214,34
244,215
60,26
151,166
227,114
81,258
262,285
259,226
248,212
37,96
107,211
42,247
22,79
87,140
77,107
72,292
170,132
74,97
63,83
99,292
141,173
89,295
229,100
144,288
47,79
61,25
92,35
205,67
66,218
66,30
195,284
145,8
60,214
143,129
202,137
232,101
66,68
135,36
267,262
86,111
65,211
236,293
85,134
236,248
167,57
201,57
243,195
237,173
67,67
230,253
64,207
219,270
51,114
40,81
201,140
163,61
87,43
154,60
241,179
166,63
175,2
14,35
216,127
231,60
191,59
66,96
108,286
66,77
209,66
243,209
216,149
71,175
211,46
77,165
139,174
233,253
55,119
125,133
243,293
218,291
48,235
217,295
41,32
228,84
237,182
127,25
175,3
215,269
205,278
82,276
129,137
50,238
49,83
150,51
88,40
87,152
86,137
7,59
95,293
234,243
204,274
36,96
41,31
116,135
268,275
139,35
264,275
222,50
41,25
68,292
172,106
62,88
101,34
217,29
231,63
144,182
35,22
14,31
79,254
105,217
142,51
227,250
221,290
88,148
68,86
71,54
175,60
60,286
103,146
227,78
63,78
261,229
57,282
53,77
164,6
205,58
207,26
223,296
27,83
69,129
138,41
176,0
3,46
113,132
177,283
59,209
240,230
98,121
165,289
91,149
239,279
120,283
182,121
156,62
13,38
232,92
201,17
230,249
149,289
239,188
240,221
145,181
78,298
140,186
123,281
119,27
162,76
53,81
185,123
154,84
147,58
109,129
138,24
209,27
170,133
74,132
141,21
142,20
138,282
200,140
199,46
117,276
95,123
74,47
123,31
88,149
230,266
163,63
60,205
80,253
230,170
73,246
62,207
224,120
244,206
227,57
186,6
95,270
216,29
72,170
76,277
48,250
47,246
203,36
132,282
43,98
166,65
74,240
106,35
142,171
57,285
6,56
69,173
228,255
43,81
107,138
230,168
24,26
232,163
220,44
209,280
188,219
177,284
235,298
139,177
130,284
222,44
143,287
216,68
47,274
130,183
234,292
208,142
70,236
65,194
93,292
46,234
110,128
106,128
56,223
63,87
227,85
195,60
267,237
212,41
62,189
191,61
224,74
135,20
142,173
240,178
235,250
85,262
57,122
80,35
227,87
186,139
58,119
212,21
49,271
6,51
132,166
61,207
74,294
144,50
139,33
166,283
15,69
223,45
214,69
182,74
267,249
171,109
217,270
153,68
230,78
89,136
66,223
55,284
259,286
228,89
233,239
237,244
77,131
231,85
158,94
49,21
251,291
61,203
42,96
168,76
70,64
88,266
184,136
62,87
120,136
98,144
221,123
130,28
148,81
50,278
205,24
150,10
211,136
246,218
181,284
130,30
38,101
206,145
76,30
66,81
243,181
93,148
229,72
136,283
70,167
198,143
210,19
176,285
190,138
257,282
270,258
213,28
123,132
102,126
181,60
115,211
177,59
156,95
94,145
61,78
161,130
114,138
203,39
180,3
89,141
108,217
68,176
110,134
171,112
221,40
230,245
13,73
233,93
140,13
107,62
224,41
115,134
190,135
181,218
199,60
73,100
139,37
187,4
135,167
103,275
223,52
210,147
236,173
229,157
229,102
85,155
269,273
72,237
228,114
237,232
169,130
143,175
153,82
266,272
220,37
81,112
179,59
127,165
269,272
205,147
67,290
70,228
71,132
7,54
46,273
44,249
114,135
39,94
141,283
74,99
247,205
175,283
69,232
90,119
226,84
139,173
252,216
168,134
83,31
59,211
199,281
182,3
70,230
199,17
68,225
66,219
167,130
122,133
247,293
209,142
195,280
210,280
134,182
181,282
157,3
42,82
129,26
123,284
203,54
200,61
46,114
145,52
13,68
71,295
210,149
74,243
227,99
197,16
64,215
164,286
17,77
228,99
186,218
231,89
134,186
185,286
180,282
132,281
252,293
230,91
52,26
206,60
180,214
37,88
212,47
267,239
41,101
232,88
47,84
229,54
225,254
35,82
155,288
111,130
111,134
170,110
165,75
48,272
84,110
226,119
223,160
237,233
236,242
245,294
227,109
175,288
93,147
256,218
186,10
22,76
98,269
70,290
63,189
91,140
55,281
68,127
200,15
251,217
112,131
182,62
92,138
112,221
98,141
74,31
136,178
142,52
222,262
75,247
152,7
78,251
208,146
98,147
60,203
140,185
134,287
225,90
212,276
46,256
222,74
148,77
88,112
210,33
158,167
104,284
80,275
49,272
132,287
81,249
266,276
225,156
65,281
42,251
216,147
266,263
216,148
169,106
159,99
72,27
75,134
227,98
266,251
93,38
79,293
43,262
85,139
224,77
66,88
246,192
61,216
151,92
217,72
88,153
225,81
219,295
158,96
52,281
216,35
71,99
68,29
125,27
88,269
141,181
92,39
238,275
104,127
228,257
155,70
89,265
167,136
79,294
9,47
49,109
177,62
231,269
98,292
29,82
79,133
250,215
73,30
269,249
234,242
65,127
267,246
48,267
268,246
257,219
60,216
72,29
270,247
65,186
215,66
201,143
223,78
85,253
95,40
207,65
129,181
269,266
80,43
171,7
226,79
5,59
137,132
66,175
262,281
135,33
251,293
204,33
154,133
220,152
267,268
183,7
164,57
241,190
224,291
74,296
198,282
232,74
96,142
190,283
49,23
140,176
41,104
155,91
239,175
82,256
266,240
197,139
164,135
220,41
238,293
78,161
244,281
45,263
79,52
63,27
24,80
47,242
76,241
192,137
68,66
64,69
45,112
71,101
206,53
208,17
57,80
211,288
37,98
65,172
225,49
226,52
46,268
160,92
16,78
191,135
162,101
231,257
168,172
4,56
115,142
170,129
233,91
95,39
70,295
236,171
62,203
74,95
87,269
270,262
242,220
211,147
138,174
59,215
223,55
105,291
212,52
186,284
4,45
65,294
87,147
182,56
63,229
232,292
174,0
74,246
234,172
207,62
229,88
266,269
194,52
212,25
240,219
11,38
209,31
258,225
179,112
186,213
127,30
5,52
79,257
194,280
155,75
20,71
61,26
113,135
92,123
90,34
169,284
239,295
43,89
116,26
80,104
65,213
228,49
242,177
170,75
241,227
227,111
219,34
269,243
240,173
163,66
246,190
17,33
95,118
203,274
39,91
184,138
239,184
42,255
71,165
70,58
65,218
90,265
22,75
75,278
210,31
215,291
57,222
172,6
206,275
267,248
102,125
138,33
148,74
88,117
71,100
104,290
177,282
213,149
78,136
221,262
124,32
166,6
46,107
239,230
224,57
227,116
234,252
69,53
8,38
46,257
173,135
146,177
218,126
64,77
6,40
62,213
148,182
54,275
181,57
94,140
142,184
162,135
128,282
200,12
147,48
174,108
235,241
115,215
158,286
231,65
83,158
52,228
150,81
61,24
220,296
231,292
226,67
31,82
166,102
124,279
145,135
76,166
220,124
171,282
49,225
92,270
55,115
256,226
65,70
64,292
51,273
66,24
224,157
236,298
208,50
219,77
82,109
244,201
19,72
200,16
216,70
122,29
63,123
103,291
218,43
75,128
138,26
264,279
71,297
51,113
146,9
211,139
42,258
245,221
91,263
33,82
15,37
76,295
191,5
111,219
189,219
30,79
47,268
65,203
215,272
140,135
200,279
62,223
203,61
141,285
82,33
39,21
87,40
215,135
116,217
203,65
138,136
266,246
19,26
132,134
212,70
69,59
167,287
190,10
104,36
151,73
97,33
173,60
72,105
114,142
180,215
63,228
221,69
200,57
187,7
213,281
194,12
123,282
129,282
31,79
211,135
155,66
144,13
101,121
84,112
55,221
80,50
130,180
42,249
52,20
143,51
137,130
148,13
242,213
221,118
164,60
67,29
204,29
217,65
133,181
271,257
212,146
69,174
5,62
66,220
45,111
11,37
77,47
82,257
226,116
112,277
149,59
89,260
116,139
224,111
219,157
173,0
88,155
118,33
228,155
231,254
119,140
67,173
214,25
7,48
229,52
268,253
131,178
200,145
139,132
97,123
106,285
71,51
220,45
162,66
232,93
152,69
30,84
247,215
66,224
222,115
243,179
138,285
229,296
221,34
185,136
80,30
196,142
27,68
226,113
79,105
4,55
70,61
187,130
217,40
66,76
242,186
167,4
224,103
243,227
65,73
240,292
182,211
247,207
56,218
63,206
133,178
123,279
227,113
24,82
125,136
81,45
73,248
191,138
62,83
39,24
267,279
269,255
205,20
75,133
176,134
206,20
245,213
176,61
183,117
139,136
213,131
261,234
149,61
212,282
50,236
78,29
140,17
156,96
151,132
181,1
156,87
199,13
45,79
146,283
59,285
162,7
191,139
202,145
152,52
251,213
50,25
39,105
243,234
178,285
189,132
184,221
55,79
54,220
42,25
142,180
227,118
78,247
94,38
189,133
97,267
209,57
215,266
74,130
200,69
116,218
162,64
97,290
212,34
57,20
47,23
115,282
140,29
64,85
51,282
5,42
94,265
137,136
96,143
60,206
35,23
235,245
140,20
240,184
226,72
43,259
141,186
169,63
60,192
220,295
73,296
142,285
174,111
146,129
19,74
13,74
102,123
44,79
62,69
83,114
233,94
119,280
184,119
180,56
