"x","y"
98,556
218,553
42,375
359,167
323,176
397,171
198,13
253,350
236,369
217,442
99,181
246,440
191,2
164,412
60,78
192,568
48,58
519,529
111,448
91,346
264,152
291,417
282,328
290,166
249,191
179,580
271,436
168,575
321,364
216,411
101,434
82,239
275,166
205,26
9,405
428,434
102,159
132,472
499,408
298,579
505,460
449,608
91,131
412,458
167,615
208,440
176,547
16,418
253,560
417,319
100,187
187,541
366,169
8,390
137,591
293,165
150,56
116,276
342,435
273,168
307,308
426,371
489,290
104,159
466,189
85,128
200,134
216,507
45,480
301,313
57,350
243,542
239,123
175,199
185,573
184,572
497,416
79,339
178,589
437,161
65,268
261,402
299,183
23,32
452,604
275,435
218,508
484,311
209,437
499,428
377,327
154,614
148,224
173,365
75,256
218,55
349,316
193,573
495,267
75,120
360,441
119,272
437,368
235,559
176,364
83,529
399,176
214,149
121,537
200,1
332,587
210,541
495,288
166,312
54,491
208,20
445,384
231,436
316,587
7,401
230,195
196,551
81,122
125,191
324,329
130,553
157,67
177,364
520,523
56,305
262,189
242,547
485,406
43,295
206,541
482,437
17,422
517,433
312,162
395,447
207,609
128,370
264,365
224,152
162,365
279,166
294,405
181,291
254,192
353,589
90,348
401,365
265,437
43,288
513,457
462,468
358,172
299,431
66,490
447,305
441,575
446,438
317,430
194,547
238,533
485,231
59,491
61,94
236,364
375,345
25,445
355,437
74,328
9,407
246,167
187,191
283,434
284,368
251,166
177,572
78,249
194,0
310,306
117,395
69,97
44,291
108,397
329,177
232,94
43,332
331,432
210,555
117,567
357,164
177,575
12,413
366,392
159,365
94,216
14,417
169,561
197,574
295,397
402,411
255,347
88,537
220,552
422,601
235,602
15,244
442,314
24,432
403,176
102,185
286,166
122,373
288,167
346,310
360,287
48,346
456,176
114,456
208,191
409,408
161,411
217,512
206,25
88,133
395,435
304,399
269,155
396,430
455,595
129,557
85,225
180,588
246,542
458,176
205,610
209,609
473,288
222,68
96,142
139,597
498,418
242,354
204,365
60,368
218,428
427,307
315,162
276,394
23,312
109,297
48,484
184,192
235,193
105,561
436,381
384,357
499,414
221,537
467,438
110,564
66,108
205,141
470,461
38,326
229,79
61,89
69,390
345,163
269,547
159,202
172,559
45,361
288,163
348,569
126,551
44,55
204,14
214,47
217,513
223,523
161,71
230,576
411,386
100,550
272,437
311,313
17,290
356,285
382,173
304,310
530,472
143,220
415,296
227,391
415,436
29,442
217,571
350,290
239,548
473,467
203,610
384,449
226,566
350,438
46,360
471,386
347,437
497,404
402,455
132,35
254,543
232,442
346,588
454,467
158,78
15,419
402,303
485,227
463,404
70,114
225,550
312,315
453,602
329,337
18,248
313,364
88,352
476,304
445,466
118,270
202,521
192,365
247,133
288,341
356,172
86,367
55,489
182,579
449,444
227,568
318,364
240,121
100,186
336,166
429,295
437,331
115,453
73,513
100,153
215,523
451,603
229,548
197,548
87,358
246,132
377,352
448,170
165,615
115,389
414,439
362,351
417,384
182,570
154,207
493,447
41,473
451,600
474,468
196,544
13,408
80,113
102,554
62,276
194,566
167,565
360,173
442,315
350,436
32,286
204,575
500,551
60,381
161,413
528,450
73,259
480,444
176,529
230,575
216,43
222,150
175,575
194,578
175,578
368,171
79,112
202,20
171,297
106,442
74,114
244,557
49,355
368,432
42,377
123,535
193,193
502,440
121,532
288,323
446,449
236,194
166,552
252,560
421,414
291,166
223,551
156,322
232,384
178,365
100,549
492,254
99,201
326,163
485,229
455,552
517,422
104,558
410,458
8,237
378,336
287,413
145,222
214,415
82,390
278,167
213,37
377,387
283,328
344,385
387,173
432,389
397,320
322,431
188,567
344,174
396,366
124,536
220,523
455,468
59,307
386,295
278,584
352,356
69,264
428,163
98,165
231,564
225,440
469,331
369,312
313,304
22,257
388,453
462,466
479,582
239,360
460,296
303,562
42,405
181,554
28,328
345,171
56,307
188,125
98,155
240,543
271,163
206,11
219,555
394,301
225,553
195,132
483,231
486,239
429,452
256,349
83,411
103,161
195,2
323,180
87,122
123,259
186,283
517,423
456,177
73,119
459,435
512,458
162,205
168,304
521,521
360,410
209,17
157,206
355,592
275,401
100,151
144,217
361,592
92,134
362,170
166,84
214,510
500,430
332,176
511,415
435,429
463,383
467,188
176,598
358,442
270,552
293,431
89,223
117,551
469,467
34,288
66,276
70,316
208,265
159,77
250,442
97,140
230,156
373,432
94,552
224,523
191,613
465,392
218,260
211,363
214,39
473,195
328,165
184,119
426,303
436,342
365,174
484,220
236,542
199,2
236,166
173,596
466,403
462,179
6,390
204,191
107,557
235,101
155,554
349,400
66,267
225,395
138,349
221,149
329,298
260,146
246,192
179,286
62,308
235,421
123,193
458,467
88,353
202,148
83,123
486,465
458,457
62,82
519,426
315,341
349,399
41,329
72,513
199,16
128,551
271,190
250,350
425,160
116,565
52,489
15,412
371,167
219,549
31,460
54,65
481,465
284,166
133,246
225,60
173,563
252,190
59,294
283,586
121,264
152,214
251,167
113,566
124,388
407,602
325,332
210,553
329,175
324,165
254,191
254,364
417,166
405,460
314,343
482,290
214,45
207,141
217,558
204,554
529,463
248,596
197,0
320,376
431,160
226,88
130,31
135,240
159,209
320,162
175,364
234,253
164,553
242,598
444,457
443,463
235,370
120,356
453,435
25,261
11,406
431,311
205,17
87,230
356,569
384,368
58,493
120,462
417,383
285,190
290,420
98,184
118,375
13,240
421,286
117,273
53,67
340,175
189,572
353,355
87,402
324,328
446,430
228,89
181,565
464,290
162,313
361,379
455,346
69,103
76,336
337,435
60,360
350,437
424,288
345,164
447,574
173,575
162,312
435,385
244,549
60,354
108,395
316,588
336,425
235,369
520,447
313,182
86,522
437,607
64,499
116,399
230,85
487,238
461,448
30,454
215,265
124,523
133,392
459,372
247,426
501,460
419,377
196,502
94,136
179,548
225,73
49,346
268,154
263,429
114,562
159,214
399,168
303,399
107,397
182,364
235,104
73,252
201,7
147,52
460,174
90,135
56,388
166,414
357,420
524,495
101,182
237,192
68,271
262,168
225,161
500,553
237,116
150,601
399,289
215,422
416,460
180,573
420,459
363,348
305,364
97,159
226,545
325,166
129,251
412,286
352,172
150,211
42,411
454,597
393,452
146,338
275,189
110,394
175,566
422,325
185,364
58,494
125,23
115,281
302,311
76,515
320,165
183,286
228,562
66,361
344,377
269,550
432,326
119,274
295,362
70,376
160,315
461,469
173,299
216,261
430,396
195,574
446,350
453,169
172,591
97,52
309,307
491,291
202,570
192,533
347,569
86,359
137,238
408,603
17,418
115,397
491,464
95,546
508,424
480,287
149,216
115,378
270,424
224,548
173,196
95,548
174,97
220,606
392,383
217,38
99,143
112,281
403,330
401,414
180,562
484,228
432,301
436,580
78,118
270,359
215,30
314,165
403,167
499,417
403,329
317,587
323,377
54,487
520,425
369,596
49,337
189,124
451,571
221,192
363,431
152,206
303,581
212,543
81,387
390,406
30,450
22,435
193,578
518,424
283,402
66,504
200,551
490,430
77,254
100,555
171,615
159,556
415,388
99,188
310,417
99,211
109,396
126,258
197,11
193,432
238,117
389,400
291,415
269,169
21,253
391,419
350,379
208,438
54,488
304,163
92,133
58,383
361,400
128,371
16,292
212,512
239,441
151,487
94,551
287,167
343,290
220,524
432,164
83,235
168,558
217,54
258,594
66,486
121,530
200,15
176,614
187,613
140,596
100,432
244,544
251,353
205,6
349,570
211,579
404,604
159,316
43,478
490,242
362,431
165,312
225,514
36,468
39,327
261,148
168,199
399,424
352,166
234,371
335,306
94,156
425,288
46,477
213,27
154,323
476,375
447,571
243,552
28,443
79,336
456,306
62,495
389,169
219,147
31,450
311,585
277,360
402,286
476,378
288,362
461,297
444,572
443,348
252,439
428,308
126,544
445,574
99,178
391,410
326,332
209,139
204,436
359,310
198,556
383,304
88,380
94,222
285,407
342,433
403,456
228,521
269,164
216,522
482,394
453,168
450,292
225,546
13,270
248,440
138,366
265,343
94,334
431,602
346,360
184,290
133,390
244,551
390,427
174,194
432,160
160,550
232,527
126,390
407,603
150,63
448,169
178,562
304,401
341,175
277,166
477,287
176,556
151,331
439,464
495,265
465,440
496,399
374,598
115,284
301,164
437,421
90,223
256,543
372,362
97,393
89,400
239,122
160,214
409,458
406,457
51,416
193,3
472,286
219,556
316,160
180,192
470,327
122,537
437,289
340,228
241,552
213,25
372,174
149,55
213,147
173,615
365,171
482,226
502,401
225,439
467,397
117,376
354,168
30,452
251,440
202,12
371,383
168,85
97,549
145,228
43,404
268,166
231,381
318,371
172,194
446,434
419,379
112,448
359,305
366,432
50,487
42,56
337,168
193,566
181,288
231,385
482,224
463,563
77,114
88,221
117,547
130,562
464,179
420,310
168,561
371,430
370,344
316,181
250,166
52,62
194,3
42,331
327,161
356,168
235,360
79,248
87,538
70,512
71,388
254,193
64,280
413,386
285,433
221,361
487,241
98,147
63,103
526,438
502,541
67,499
483,301
225,527
315,316
232,360
230,545
154,546
206,22
147,225
352,364
54,396
261,438
174,546
213,364
199,577
368,310
94,218
152,613
219,441
383,301
413,387
51,404
118,388
176,571
335,175
301,186
251,553
449,170
97,209
103,186
437,291
344,171
391,608
347,587
115,564
269,156
215,262
305,423
217,39
122,269
136,43
111,396
300,185
171,542
176,575
293,166
362,592
308,363
373,340
439,325
313,183
178,558
76,259
200,4
130,566
134,368
272,348
205,531
82,349
235,366
406,173
448,310
76,247
137,234
462,454
224,512
316,302
369,306
155,208
222,526
339,165
284,168
168,536
419,460
223,360
64,90
163,199
448,460
267,164
267,539
180,288
270,337
102,557
109,392
502,464
157,491
67,363
212,263
224,528
251,145
189,570
464,468
29,446
484,427
130,568
381,356
57,383
107,298
247,540
142,391
440,163
522,517
339,166
70,381
417,302
150,215
214,40
176,577
398,289
255,370
226,569
8,401
367,170
494,451
220,154
175,554
224,567
17,424
284,188
350,172
193,613
138,476
487,458
100,168
460,179
245,553
204,18
98,191
452,168
199,136
315,303
265,548
73,318
64,313
170,205
362,591
271,166
65,358
70,373
519,437
174,570
315,587
282,586
432,316
359,413
501,449
331,177
233,372
410,381
336,164
391,411
225,534
452,574
143,226
317,318
152,402
205,13
60,297
99,539
81,376
369,344
78,123
437,370
338,362
382,357
466,337
295,186
392,363
484,307
296,330
53,400
453,290
370,168
135,230
131,394
158,552
175,552
262,547
218,520
221,260
147,220
244,597
60,494
426,420
137,236
332,296
332,568
312,316
75,330
189,282
465,186
318,404
184,558
217,507
364,167
278,161
20,426
286,362
365,300
454,174
78,120
184,195
56,490
348,171
121,394
468,394
476,291
262,191
155,365
143,223
132,248
402,323
5,394
314,330
47,335
160,70
43,402
56,73
211,528
436,376
255,416
275,158
238,192
296,165
211,265
218,567
422,365
284,164
70,377
495,454
193,4
197,8
51,301
75,332
93,145
368,397
207,541
491,434
486,288
380,449
174,99
488,465
241,122
158,207
39,296
116,564
166,202
492,253
319,165
189,544
321,394
333,339
357,324
5,385
489,383
322,365
173,105
175,573
253,422
380,438
258,147
231,91
276,168
356,325
176,585
524,436
226,551
507,466
371,596
236,362
50,343
461,565
422,161
11,404
145,225
236,112
432,309
294,164
407,320
216,266
341,370
392,610
455,374
149,608
86,363
113,567
23,430
392,434
521,448
520,428
177,556
219,150
377,372
384,281
211,506
489,249
235,530
414,318
270,166
73,394
134,369
238,440
123,386
483,457
345,435
388,328
340,389
23,431
195,133
223,193
158,364
242,191
416,169
229,562
207,28
482,288
166,551
327,165
520,445
530,469
235,528
108,170
12,406
203,12
216,570
203,13
202,522
474,199
14,411
500,556
184,570
60,300
449,575
416,285
408,319
70,104
335,409
216,194
393,178
46,301
130,32
69,367
402,307
231,95
177,577
325,364
510,457
198,135
66,95
489,387
8,405
97,170
91,227
324,396
458,432
236,113
257,543
110,393
44,357
402,168
207,533
468,288
375,370
342,230
192,566
510,538
18,250
99,552
416,387
373,421
323,162
82,377
211,610
39,293
74,516
161,615
417,427
249,167
395,171
200,10
173,201
228,539
449,460
43,388
298,578
145,220
99,150
285,165
42,396
445,291
270,436
465,324
455,598
169,585
344,165
232,528
268,427
350,165
162,410
362,593
160,207
44,482
46,335
300,580
226,442
375,386
234,422
290,164
499,426
431,300
124,391
51,68
142,49
125,546
203,9
91,135
376,349
465,316
82,391
372,414
213,193
464,449
210,511
405,603
54,72
61,294
42,386
89,354
272,435
68,110
88,132
225,568
348,311
346,367
21,432
92,223
480,441
177,421
18,426
211,545
115,455
49,65
428,330
201,192
419,605
399,362
70,269
360,310
189,565
390,403
440,329
111,393
249,539
277,160
46,478
394,170
178,422
37,324
292,413
479,208
500,555
26,442
86,377
83,413
452,567
41,416
234,365
268,165
213,442
238,545
137,392
392,324
318,373
327,334
380,171
101,177
183,569
137,390
494,259
97,157
220,49
134,247
501,461
297,186
46,339
363,592
219,510
227,387
121,534
84,369
472,587
436,606
229,526
139,391
250,553
90,347
373,168
192,6
42,391
81,380
175,562
59,306
525,437
361,406
62,83
267,189
476,308
442,463
70,106
222,533
301,184
303,363
412,167
53,71
106,391
279,167
343,175
114,388
301,581
315,432
300,364
235,601
78,119
233,165
156,405
356,435
116,274
418,167
220,531
77,118
335,162
134,246
315,178
497,563
256,593
233,98
422,413
262,545
325,431
400,296
346,171
224,546
181,573
340,163
93,136
438,290
122,390
387,283
277,584
96,201
493,389
476,377
220,65
498,269
203,438
232,379
399,319
166,79
301,163
27,445
135,242
270,588
469,187
219,513
268,354
288,188
398,456
52,341
486,404
149,219
178,109
485,423
132,243
288,353
82,370
130,578
102,549
222,551
438,327
412,436
233,377
88,423
408,377
46,60
208,16
122,569
415,460
366,345
261,592
61,375
72,115
405,170
88,542
123,522
391,423
226,391
84,366
301,162
5,396
176,578
276,433
212,35
260,149
181,425
61,373
53,432
150,331
327,177
476,433
418,378
174,104
167,553
223,63
224,439
431,164
248,540
165,563
242,356
5,384
349,401
215,417
221,56
79,116
221,55
392,170
42,291
159,528
519,425
286,434
284,163
254,551
418,288
420,311
482,294
79,337
492,430
154,215
335,434
456,305
156,558
176,567
178,573
421,165
60,379
268,419
468,434
189,573
278,188
66,363
498,404
453,601
216,421
180,613
348,570
95,143
236,441
70,101
315,342
272,349
199,1
491,385
353,378
447,450
63,496
228,439
292,321
312,415
100,185
315,566
530,471
31,321
185,365
233,564
457,179
204,23
472,192
379,282
72,392
164,201
401,313
70,102
200,190
297,582
94,332
346,167
408,455
464,450
217,45
141,594
233,382
218,192
517,452
475,199
369,284
174,292
155,399
231,566
181,550
192,281
344,437
80,527
191,430
400,284
273,334
403,444
218,36
173,421
107,559
52,343
390,451
505,404
448,291
484,315
149,335
143,399
172,296
386,357
216,554
184,614
66,493
11,239
115,563
215,36
489,393
407,165
242,537
108,167
152,217
140,394
5,393
241,194
94,148
397,389
503,461
98,151
131,583
181,283
438,363
166,549
186,564
196,550
158,549
202,576
414,285
325,182
227,87
83,371
269,588
267,438
485,287
74,329
161,203
365,374
182,575
92,217
469,330
168,614
370,174
185,559
69,261
249,135
244,546
170,549
444,379
133,585
173,547
497,420
156,401
76,329
326,164
397,454
432,391
130,370
232,436
51,420
241,356
63,82
23,257
73,512
326,588
173,545
163,549
462,178
356,427
133,244
117,276
358,417
480,387
359,592
196,0
217,261
84,119
99,151
235,541
273,156
464,307
335,177
457,174
281,328
476,288
206,18
213,32
198,571
345,360
375,281
373,335
61,495
213,144
418,429
431,329
477,459
485,230
345,289
72,515
79,113
349,409
272,553
526,489
59,382
7,392
373,341
149,367
505,403
118,392
262,363
298,364
93,394
137,595
187,538
147,222
185,285
212,193
432,463
88,219
402,367
173,298
459,467
169,568
60,84
80,122
225,549
379,170
41,478
13,239
261,190
53,394
500,554
260,545
195,365
142,218
159,318
397,453
428,463
215,47
71,260
453,567
493,390
7,396
95,207
450,167
193,0
255,546
467,469
384,332
92,229
226,157
48,481
488,237
366,283
306,364
215,42
251,550
444,455
289,187
75,336
60,361
321,299
103,559
74,512
464,387
104,381
82,116
55,304
191,192
104,158
163,414
197,612
40,472
168,205
61,78
419,162
170,568
325,179
151,401
141,223
361,443
493,423
334,314
453,460
171,200
419,376
179,589
149,334
174,560
386,174
51,418
389,401
248,190
443,607
454,172
213,26
93,548
178,576
135,392
488,391
499,467
195,576
205,16
226,64
165,305
451,570
117,388
501,405
307,165
377,351
227,72
453,174
129,576
375,445
9,403
128,393
95,153
123,188
282,434
86,125
145,219
198,613
63,91
335,305
383,449
193,612
435,384
517,451
234,105
213,36
188,192
197,6
412,287
35,459
319,321
302,183
125,576
238,118
371,283
348,402
253,364
212,533
498,412
354,591
157,615
206,19
169,616
308,340
429,290
92,382
217,570
255,145
507,458
140,231
184,364
227,191
156,364
492,432
44,286
65,90
223,440
200,573
486,403
56,72
69,369
198,12
40,287
100,156
226,393
154,543
100,189
96,161
290,361
332,302
346,174
419,381
472,196
484,299
139,231
170,539
220,429
345,388
125,518
358,352
168,365
209,363
76,114
217,522
237,365
67,109
153,211
42,402
409,165
214,552
215,146
431,312
146,339
493,444
197,550
203,553
213,573
283,163
239,545
515,449
132,247
241,124
181,364
366,171
60,293
502,436
414,295
479,451
432,307
156,214
438,414
434,289
476,432
88,123
348,436
27,438
51,400
172,615
172,547
125,521
422,164
499,552
26,440
187,283
238,535
188,538
209,35
200,191
250,551
356,169
66,500
207,30
452,291
218,530
406,458
25,442
255,541
234,166
520,518
210,18
247,191
29,444
357,287
423,288
323,300
208,144
272,168
530,464
439,347
165,307
92,383
313,414
246,544
420,321
195,551
339,175
34,284
103,152
182,576
356,170
331,587
86,224
93,340
378,171
165,534
39,291
297,581
216,607
327,407
497,399
160,206
459,552
122,392
217,408
312,417
203,14
102,382
498,414
525,491
177,563
372,326
117,571
73,265
367,392
408,604
418,287
198,572
410,313
451,342
463,467
203,364
49,63
68,273
391,415
178,566
98,143
268,163
45,336
204,136
483,224
235,106
406,174
200,0
133,245
424,461
448,166
223,514
400,456
208,28
479,445
326,331
149,222
288,339
21,29
522,512
171,570
465,448
146,400
219,148
516,423
156,546
276,170
448,609
94,137
182,578
474,469
371,440
83,368
229,438
172,576
172,419
254,144
406,170
331,163
59,303
132,392
360,286
403,285
385,169
252,192
159,409
254,544
156,202
354,166
229,156
349,412
334,315
138,591
98,179
320,181
281,169
92,130
61,80
171,95
508,554
371,343
460,291
490,245
429,464
345,588
109,391
229,531
175,101
220,360
211,611
97,143
91,344
61,305
188,430
175,295
278,548
488,464
98,550
211,554
240,361
162,546
255,430
372,324
219,537
194,567
468,465
227,435
155,407
444,168
130,369
303,164
217,194
116,459
94,333
178,572
184,566
218,557
59,298
245,540
117,544
530,470
426,305
83,230
342,164
139,396
251,165
264,546
326,299
84,531
214,439
450,572
45,481
245,129
204,138
108,289
401,166
32,42
126,549
151,213
402,604
33,451
201,136
427,371
116,394
362,286
121,569
247,369
229,157
88,124
107,560
61,92
60,362
225,513
116,397
279,168
129,559
385,173
189,613
488,240
295,398
54,490
440,347
447,567
124,263
44,293
283,167
246,354
241,599
255,429
200,505
120,374
329,433
470,422
274,166
172,196
120,386
176,102
53,486
39,470
320,179
5,400
134,41
131,253
434,456
243,546
511,460
80,340
369,346
175,557
265,169
248,165
163,548
508,414
415,317
234,441
514,456
219,525
198,8
169,199
376,423
216,364
464,303
123,545
327,296
239,598
505,462
409,163
60,79
481,437
36,461
412,459
421,366
395,609
372,381
203,136
427,431
26,37
216,192
326,225
209,570
211,146
77,122
520,440
432,294
274,156
497,264
502,403
366,372
156,529
446,435
34,285
465,404
157,213
280,432
119,389
267,191
82,241
456,173
394,454
459,180
124,372
65,496
165,541
312,317
498,453
334,373
119,563
250,555
174,573
188,1
466,184
98,148
316,409
102,187
28,442
460,297
337,226
211,440
131,396
328,431
239,534
235,546
218,513
428,559
463,379
440,365
208,32
212,554
65,359
465,187
70,374
448,400
131,392
262,148
127,574
371,320
126,261
144,399
130,574
272,554
157,66
14,274
140,391
53,65
214,553
444,569
326,431
43,392
117,457
126,576
239,560
65,493
301,329
244,552
220,52
186,503
303,184
64,93
196,6
181,193
313,412
93,427
281,162
429,462
97,429
77,247
434,463
13,417
350,167
386,331
202,16
359,284
184,573
315,183
213,38
238,554
401,455
484,225
213,570
372,318
234,372
196,585
488,246
12,240
179,298
413,167
210,556
107,380
244,365
238,114
72,509
432,299
355,591
326,433
266,552
60,376
428,159
440,321
400,167
330,364
44,479
348,438
401,390
480,455
42,403
230,89
173,616
422,460
63,285
199,15
206,272
239,557
206,13
373,422
530,465
514,415
33,464
295,326
165,206
156,321
124,258
336,433
345,425
459,173
415,169
375,348
211,553
165,198
268,169
139,395
390,174
215,38
160,201
398,172
95,382
368,305
228,544
141,478
209,145
497,286
389,608
168,585
244,166
240,442
329,297
237,542
110,565
108,444
204,557
216,440
247,561
509,551
345,167
412,169
171,418
71,114
141,229
419,161
303,183
436,290
138,231
227,526
431,297
59,80
133,241
94,547
180,549
174,571
361,399
308,411
346,164
230,191
380,443
118,393
15,241
172,616
92,144
351,168
175,549
444,375
295,319
448,316
269,338
315,179
227,517
237,537
375,446
326,403
99,191
432,437
17,248
80,342
389,435
438,413
114,566
69,110
192,193
86,409
181,571
436,463
283,433
150,330
227,525
45,358
482,434
148,548
109,563
52,402
60,292
299,425
271,348
223,513
173,295
25,34
499,284
315,410
214,609
280,162
88,135
178,560
211,38
233,378
372,332
171,305
90,544
130,576
400,173
200,16
259,167
45,295
95,202
293,413
17,419
495,421
129,369
67,99
386,373
304,561
90,138
274,352
110,378
435,334
251,539
133,391
62,88
391,169
359,317
508,420
329,339
100,198
185,566
103,392
115,181
42,408
372,169
477,288
195,566
169,84
151,602
294,430
267,170
440,320
506,461
34,465
246,442
74,118
353,590
180,570
156,212
413,305
174,564
216,42
382,602
202,270
155,564
347,394
453,568
362,444
318,368
126,467
217,147
350,569
232,382
274,167
11,403
85,131
235,442
525,493
410,384
184,556
224,554
312,180
126,391
508,463
454,570
229,542
296,325
242,561
76,326
110,561
240,117
149,604
334,371
164,210
204,21
447,165
401,286
218,609
466,397
399,423
298,326
471,286
426,304
45,363
52,65
299,163
132,351
216,149
128,253
111,565
206,26
376,437
382,305
86,364
402,166
179,579
331,569
315,161
372,413
486,234
78,241
325,177
350,288
6,387
238,109
211,35
249,139
203,191
124,537
490,290
241,440
424,601
482,287
137,369
242,442
237,363
201,4
401,173
263,592
106,161
261,192
202,137
143,227
73,115
110,173
217,191
271,165
524,491
465,466
432,159
16,297
432,287
219,551
177,290
80,525
484,312
131,44
254,143
238,356
284,169
57,381
392,173
404,605
530,461
176,615
195,546
206,145
194,6
164,204
494,261
148,219
519,422
204,555
239,561
505,465
349,587
154,552
204,532
446,460
318,370
153,58
250,441
170,563
45,482
221,522
79,238
508,553
82,532
106,165
224,395
323,167
81,238
410,605
173,94
174,583
66,102
122,536
199,13
99,167
70,372
59,357
125,262
421,603
371,447
509,460
295,167
383,172
300,363
126,259
401,303
426,423
285,434
85,413
217,362
399,605
216,262
432,163
316,430
300,560
119,567
396,296
378,443
388,281
116,547
455,173
315,344
63,87
482,432
520,519
95,328
178,570
174,556
261,437
413,317
308,541
221,50
61,364
99,169
74,252
497,424
120,267
172,583
60,309
400,169
257,545
236,114
373,597
469,469
426,161
281,166
243,549
330,295
164,79
267,366
53,390
394,451
468,334
151,397
66,499
433,588
510,453
278,395
362,165
406,285
222,397
178,599
198,614
389,606
461,552
147,484
62,304
511,540
313,163
488,244
349,415
378,323
462,291
214,193
203,7
494,290
225,567
103,311
153,219
53,446
286,169
58,353
151,62
59,378
201,436
350,589
36,467
155,207
396,428
62,84
253,136
209,31
39,465
31,320
429,163
136,236
77,343
396,171
383,171
84,235
509,414
233,561
148,334
110,389
189,567
155,403
133,584
420,422
159,215
234,108
349,410
432,311
84,131
340,174
513,535
192,542
148,335
131,582
378,322
87,243
483,399
444,400
343,425
232,565
361,166
76,249
150,216
384,294
160,548
134,349
176,196
164,77
414,605
316,585
167,562
105,560
84,122
350,413
210,510
365,372
215,412
511,458
104,436
189,365
254,350
272,359
312,364
181,428
310,432
227,539
68,502
419,375
174,578
483,298
393,380
468,433
127,550
440,465
447,576
372,283
236,367
269,421
310,164
79,523
323,327
231,103
71,316
211,30
144,367
400,293
139,592
458,302
146,392
147,605
75,515
476,298
300,184
42,390
419,459
352,164
405,455
74,331
7,400
134,472
264,410
266,167
142,599
156,211
325,164
66,275
442,609
153,364
37,295
144,600
373,366
350,168
216,147
180,599
53,423
146,600
233,442
428,375
520,520
276,163
211,512
133,38
123,519
493,257
287,339
220,61
240,542
289,164
222,572
173,548
51,488
72,508
187,574
