"x","y"
74,24
32,95
130,65
29,16
116,130
95,145
164,40
124,143
136,9
141,134
136,62
46,60
145,17
74,98
45,15
21,42
137,20
142,31
77,96
161,89
136,132
19,51
22,77
37,56
140,135
142,54
91,153
58,57
69,137
35,90
82,82
129,16
108,82
100,82
115,130
69,56
86,22
131,65
133,117
148,88
62,10
19,27
45,47
171,50
103,143
160,31
79,34
126,125
70,123
90,106
25,66
83,27
89,113
152,63
99,122
113,42
119,20
48,127
123,136
130,10
26,52
91,142
122,29
170,52
90,120
146,86
78,149
43,95
120,127
96,129
109,13
121,49
143,25
45,82
162,94
108,88
64,55
162,95
133,43
66,38
79,130
115,23
103,66
166,78
96,137
165,61
152,38
142,83
114,24
161,86
31,23
95,24
99,150
125,41
42,33
57,123
45,60
113,149
61,142
74,64
163,84
98,128
153,21
82,58
163,38
20,54
167,56
58,5
72,2
54,133
135,29
105,148
170,1
72,15
126,0
141,23
148,111
168,65
146,114
93,124
140,22
130,127
134,17
113,6
63,12
87,28
95,50
105,143
81,118
162,19
74,151
43,83
137,38
101,122
117,46
155,18
24,68
157,16
78,124
127,30
40,98
151,56
104,50
145,105
111,132
19,26
141,120
145,130
28,97
132,42
107,47
82,86
101,87
97,45
105,128
79,61
42,30
165,7
82,115
68,22
107,86
136,137
148,108
104,11
141,53
75,74
45,95
78,74
105,23
107,130
37,37
58,131
107,41
28,75
70,43
145,73
163,91
141,88
79,57
156,32
64,48
82,92
102,152
146,92
22,10
154,65
84,146
164,23
92,89
52,138
88,127
142,99
135,139
81,131
140,56
73,69
45,51
42,89
103,47
17,0
110,5
51,24
143,94
75,16
116,14
74,131
36,101
120,33
35,82
39,52
88,100
167,76
96,58
146,23
153,89
24,31
38,123
63,20
66,121
105,33
49,26
90,92
89,128
91,27
144,43
116,2
47,96
128,58
74,97
149,18
52,60
123,12
108,18
99,86
79,139
70,46
77,97
120,40
110,6
55,23
173,15
33,88
159,110
103,20
158,88
107,91
138,34
107,39
111,80
108,128
63,65
124,37
68,40
84,140
73,118
166,55
58,127
68,132
83,121
169,18
82,111
131,139
103,48
108,40
74,51
166,21
136,114
142,102
48,13
144,112
112,37
165,55
98,97
81,51
83,34
128,23
57,50
73,51
107,23
83,147
122,130
63,40
94,149
124,0
85,46
158,104
118,145
87,136
41,98
129,55
28,16
74,45
165,66
150,81
161,63
153,57
161,99
150,90
144,129
106,126
145,101
93,80
63,139
70,111
33,92
147,128
25,38
45,22
54,25
128,52
68,137
74,100
114,15
161,96
124,141
126,141
141,136
153,105
127,20
115,85
108,153
21,50
44,55
46,130
130,21
125,4
142,46
134,54
167,70
58,49
154,103
48,40
34,79
86,71
65,40
107,144
97,32
104,28
94,28
71,130
112,6
64,18
30,36
99,79
98,65
80,34
138,52
105,50
111,127
104,65
107,140
69,0
107,97
105,58
62,130
154,85
125,36
116,57
93,139
43,15
59,52
36,64
90,41
76,53
113,85
153,86
112,148
157,52
104,59
128,139
73,108
122,17
167,25
168,58
57,16
73,63
76,127
87,71
167,7
87,60
29,23
165,70
76,41
50,137
82,117
86,150
141,49
71,117
60,137
111,89
130,66
60,17
88,131
106,82
127,49
131,64
94,69
54,13
69,16
108,25
162,54
157,54
120,14
164,48
155,72
171,19
63,48
154,41
95,54
110,36
118,33
107,12
147,129
108,150
135,12
129,127
116,13
53,18
124,59
107,14
60,141
128,18
68,71
110,8
164,60
76,4
73,138
57,134
91,15
146,104
119,143
151,109
82,42
70,38
128,9
105,122
163,16
107,128
112,32
128,146
83,151
29,84
77,2
117,50
77,99
113,79
92,69
72,70
26,79
84,136
68,30
85,113
61,145
145,125
28,12
149,73
84,70
92,77
96,90
31,47
127,34
159,108
163,78
60,37
127,62
22,2
33,80
25,86
133,36
112,143
130,62
23,15
79,16
156,45
53,43
158,96
52,12
141,127
18,13
43,40
91,49
127,14
128,64
102,123
87,121
91,105
34,45
60,144
88,47
168,6
167,52
81,140
115,144
166,66
21,27
42,129
165,40
163,60
117,21
105,61
32,94
167,5
91,24
78,77
153,92
145,54
84,57
32,96
65,131
107,126
73,49
71,16
56,36
161,106
96,86
136,34
91,69
86,132
80,140
78,11
126,13
141,138
75,119
103,122
74,149
138,67
166,94
77,12
85,52
101,154
112,144
108,152
94,27
49,53
97,143
71,55
102,139
144,61
81,119
48,46
53,140
119,52
108,132
74,145
111,59
123,50
86,66
92,133
123,27
97,131
59,23
33,40
144,94
91,92
120,48
149,76
49,49
163,9
58,10
55,123
94,42
154,75
170,3
145,39
41,99
123,43
141,112
104,91
142,130
77,42
48,52
140,47
143,41
123,128
157,116
100,62
152,60
75,15
34,62
89,63
41,50
114,137
76,54
162,63
145,65
80,74
23,50
35,84
31,51
80,26
60,2
26,10
33,20
83,9
129,24
60,24
144,24
107,53
83,79
167,29
120,3
101,16
65,53
139,109
57,38
52,38
70,2
122,149
40,38
26,72
100,125
153,79
49,124
127,60
88,59
44,86
23,39
148,83
31,26
34,78
76,126
159,104
89,116
27,92
36,44
116,149
64,58
21,23
158,30
160,34
91,61
77,57
170,35
91,75
137,39
50,54
18,28
50,40
52,17
88,117
96,143
127,39
18,1
90,142
114,128
88,89
28,89
91,107
72,8
143,103
150,22
21,71
102,126
113,97
101,66
77,126
126,20
64,132
74,39
66,62
35,95
111,79
43,123
171,29
113,143
97,97
107,96
113,148
42,55
156,15
154,79
167,17
148,28
147,69
159,18
98,64
80,125
131,8
48,126
22,60
87,62
131,61
96,48
37,83
90,123
142,62
155,120
27,63
115,44
152,109
20,30
49,135
78,90
114,6
77,28
117,24
41,93
71,4
142,136
134,69
152,50
76,2
129,121
123,134
126,42
150,28
43,77
159,78
86,142
38,125
46,62
107,98
90,154
164,46
41,39
39,87
136,64
102,121
86,129
85,87
112,152
142,51
73,140
150,64
43,35
42,31
73,137
44,83
103,85
91,140
123,26
70,50
152,55
95,38
115,88
76,81
115,95
75,39
116,150
129,21
139,136
37,25
96,50
97,14
71,119
33,68
163,15
27,91
88,148
92,19
100,142
78,23
157,42
168,37
66,16
33,17
92,99
66,141
66,51
56,23
126,11
86,151
87,105
108,136
140,129
64,19
34,40
166,38
103,140
120,20
22,78
96,87
159,33
145,25
133,59
163,46
24,56
120,6
107,50
102,58
78,38
95,34
38,49
113,125
71,34
104,132
149,114
63,14
135,134
116,3
103,119
24,45
100,150
89,69
73,29
79,23
108,141
51,48
68,58
41,78
29,14
119,4
84,56
88,99
117,49
34,96
157,44
106,64
18,14
127,132
36,55
133,35
45,84
32,101
76,77
70,113
55,47
34,32
62,60
70,41
167,63
149,65
57,131
129,29
94,89
110,139
96,19
84,139
41,48
69,8
26,14
126,59
35,47
76,93
79,38
117,33
140,128
159,54
96,41
37,80
37,29
123,132
101,144
98,52
79,6
60,6
25,26
130,32
137,36
111,124
93,69
29,20
114,85
88,65
94,132
40,97
30,35
162,15
95,121
147,76
22,55
162,51
91,131
66,2
146,76
57,37
156,50
151,116
123,56
22,24
140,75
71,72
165,60
65,118
132,53
20,40
145,33
39,50
142,14
160,55
27,71
142,86
88,66
153,96
40,95
172,33
152,57
110,133
149,53
139,120
143,68
28,54
95,52
98,55
111,52
151,76
162,91
132,140
63,47
86,127
124,10
146,72
167,85
69,18
130,3
69,130
99,99
46,37
94,54
144,91
138,29
111,41
92,100
77,17
149,96
32,42
88,133
88,70
71,0
87,123
74,87
99,123
83,48
165,94
35,13
76,111
124,60
170,58
107,133
102,16
152,117
140,105
163,83
74,119
85,81
90,116
144,79
73,143
101,134
62,144
50,60
76,56
125,27
78,147
74,59
54,62
151,87
122,11
86,15
127,138
146,100
44,40
20,17
165,20
157,106
136,129
46,18
25,61
149,38
147,120
136,127
60,59
108,89
118,135
129,32
111,15
161,80
74,1
148,36
38,88
171,2
93,119
171,51
163,35
24,64
53,36
98,60
157,55
150,88
75,99
134,62
159,36
36,89
121,47
99,40
22,19
108,149
98,138
148,66
76,60
63,19
153,90
55,124
32,86
74,66
66,120
24,9
125,58
69,9
99,66
109,147
36,121
156,102
93,26
85,10
82,144
115,22
20,16
30,37
141,84
111,150
80,124
158,70
86,135
24,37
100,39
132,138
26,75
104,133
67,121
139,17
118,126
92,140
44,36
151,119
136,16
147,87
103,102
93,36
80,142
147,42
158,18
94,150
31,49
66,42
35,99
127,125
160,33
140,18
162,9
59,138
146,68
32,88
146,126
165,75
121,134
83,24
139,135
109,47
139,14
36,82
133,62
135,121
42,24
111,81
30,91
167,20
69,43
140,29
141,105
23,34
103,101
169,9
132,27
84,64
84,53
41,14
55,45
136,123
28,82
146,83
68,59
125,147
104,136
114,38
146,113
121,55
136,139
102,59
137,21
78,92
33,28
131,67
170,15
81,106
78,101
47,93
71,56
112,140
53,22
43,43
138,60
129,137
78,41
64,128
94,85
163,63
32,91
88,75
161,64
118,132
102,21
75,131
101,67
63,51
161,36
51,135
77,81
52,27
162,73
102,53
28,10
93,149
71,36
151,40
167,14
59,40
83,13
133,58
40,129
123,142
115,131
138,110
47,42
75,37
121,20
37,20
98,44
83,95
116,128
27,88
163,66
120,11
141,80
150,112
85,102
171,30
111,84
66,35
83,15
84,76
148,115
106,53
39,82
158,27
74,53
65,36
77,31
36,51
71,115
74,81
149,101
111,14
89,56
145,78
88,64
109,150
158,98
72,32
81,91
126,15
132,66
118,147
116,148
97,55
105,132
165,44
92,122
78,127
80,105
147,30
121,123
69,53
51,41
92,61
79,116
161,47
122,12
143,96
92,29
62,122
167,36
77,92
125,133
115,93
43,23
94,129
87,50
85,98
164,92
112,80
104,149
18,32
154,106
18,27
129,145
88,26
57,58
128,125
146,106
58,50
50,23
170,33
111,4
147,21
97,44
75,3
99,134
75,116
96,94
139,47
110,80
71,9
88,40
87,48
80,145
32,57
44,17
70,34
60,46
72,135
104,13
149,124
21,19
165,57
161,29
98,57
71,122
25,54
164,25
153,61
43,26
148,31
112,22
158,59
42,124
107,51
19,17
103,29
67,6
134,126
154,114
111,16
91,124
25,84
81,126
68,19
125,134
38,76
22,47
98,79
98,56
115,29
21,46
142,75
168,29
133,41
131,17
123,133
50,133
141,28
53,47
62,28
99,93
128,126
111,32
165,95
82,83
149,29
71,44
90,28
19,31
65,147
24,88
85,69
96,44
152,28
37,121
168,25
142,132
23,47
106,25
39,24
73,133
123,11
78,56
67,43
51,40
155,52
157,75
130,44
89,147
112,33
24,69
29,18
72,3
131,10
86,48
164,7
103,147
77,53
70,8
87,139
150,80
81,48
20,5
158,23
161,46
170,13
115,137
22,45
148,90
67,5
144,45
143,87
113,126
92,68
110,124
160,28
64,139
133,15
41,47
143,34
90,55
71,123
98,42
139,112
94,23
94,145
71,137
167,87
90,125
136,30
132,51
81,127
107,76
76,12
42,19
40,21
113,128
89,64
98,58
97,132
107,58
96,18
125,16
107,29
62,35
115,12
26,28
102,36
145,26
118,150
120,49
77,139
147,112
62,20
75,137
164,55
123,5
117,58
85,124
92,92
102,56
31,79
23,17
91,21
59,143
59,45
101,54
142,94
156,68
161,45
89,109
166,50
63,21
70,37
70,61
165,56
69,38
20,56
107,81
148,14
26,62
74,122
64,24
69,10
163,33
37,78
108,23
153,122
31,39
155,65
93,76
80,151
113,36
52,37
48,57
94,22
114,91
97,63
43,62
163,62
141,129
91,108
51,54
44,61
91,73
122,49
155,46
139,29
92,24
62,44
25,29
132,55
114,33
169,34
66,4
62,50
78,80
169,24
104,35
67,36
100,144
76,130
73,15
49,12
163,70
72,5
64,134
49,41
149,113
36,52
160,23
34,93
152,36
132,30
117,60
77,128
87,30
67,54
94,17
37,79
44,89
106,140
119,49
51,50
162,48
136,69
51,44
118,143
25,64
148,18
59,18
147,28
60,13
123,16
154,46
134,6
88,16
155,50
153,98
92,128
38,20
75,129
82,103
38,23
161,105
61,6
138,131
144,126
109,96
110,20
24,36
49,88
69,19
169,28
126,34
135,70
20,29
158,90
95,67
30,25
53,12
20,44
62,143
132,16
79,37
130,33
106,52
87,124
38,80
163,10
76,31
68,16
168,3
70,117
40,46
95,72
167,42
28,52
103,51
25,16
66,131
165,79
90,79
150,73
131,11
25,25
148,22
159,61
52,29
78,134
81,139
158,87
104,20
83,31
106,81
40,77
106,144
91,151
30,38
79,13
57,8
35,119
38,84
137,121
89,47
49,21
47,41
73,32
31,37
97,154
96,61
96,54
40,29
94,88
166,13
19,13
86,98
106,79
24,90
89,77
33,32
131,128
153,113
114,145
121,133
60,136
150,107
125,0
160,99
31,61
42,61
89,146
62,3
124,1
171,35
110,52
21,47
149,78
41,90
95,56
144,78
107,46
35,58
95,77
79,103
71,26
133,54
90,19
66,33
20,41
66,138
101,127
84,20
121,135
162,13
60,140
40,90
55,46
157,68
24,32
172,27
132,40
95,124
70,130
82,65
82,47
103,26
52,32
78,151
148,35
72,123
83,152
116,34
104,39
23,91
66,68
159,105
120,62
148,120
128,141
91,47
129,56
104,97
113,135
157,27
77,146
69,73
132,26
166,24
114,35
104,120
129,25
60,53
92,36
79,64
80,70
160,32
36,43
56,22
93,154
67,123
80,91
27,14
139,54
88,92
91,74
32,65
121,0
78,120
28,15
68,26
170,29
59,6
157,70
121,15
164,14
93,66
114,23
171,34
27,15
147,46
20,8
109,29
77,93
132,126
152,32
117,12
138,16
134,140
70,121
116,17
87,141
86,122
41,124
116,40
163,22
115,47
141,66
163,79
94,71
95,32
94,51
158,114
43,85
140,38
72,114
43,44
105,47
74,144
81,101
104,139
52,127
131,143
67,130
126,5
40,76
105,96
81,47
87,74
169,63
100,139
130,41
111,38
104,62
100,101
142,71
74,38
92,154
164,44
134,52
98,47
121,31
27,20
31,78
88,45
135,126
57,53
24,73
137,70
67,122
103,78
18,4
141,17
88,29
45,97
166,74
158,65
144,72
25,11
91,57
91,112
130,24
54,55
143,59
70,64
86,128
114,41
139,32
144,16
144,65
131,127
143,130
105,145
93,77
169,25
116,43
48,89
72,120
152,83
63,59
30,31
154,48
146,121
51,21
124,15
165,37
146,53
151,64
74,86
89,18
101,142
140,132
148,24
86,26
164,8
140,15
79,83
154,111
59,46
90,110
46,16
97,15
33,97
128,39
161,77
37,22
137,57
87,116
148,37
107,125
107,26
44,26
59,12
77,34
83,47
160,91
110,146
139,37
117,129
70,16
152,34
156,40
116,92
109,138
106,85
61,21
48,42
112,45
104,15
88,93
82,39
131,38
84,78
169,2
158,77
90,65
35,89
158,14
139,44
123,123
89,133
108,143
75,144
54,127
67,147
86,115
30,40
23,84
53,62
137,26
167,32
134,57
121,26
152,78
91,37
73,36
160,56
145,66
103,64
141,56
69,119
50,39
167,75
157,34
81,61
107,44
34,86
42,17
161,58
86,102
48,36
72,49
155,113
107,142
50,36
37,27
48,91
48,34
106,149
47,53
57,48
30,61
77,60
23,26
18,29
64,146
22,17
167,84
91,19
137,112
54,10
125,143
91,127
100,146
95,45
46,94
18,11
161,13
139,115
151,89
165,59
146,69
46,15
81,95
104,95
82,145
76,123
142,88
41,53
154,120
72,118
23,30
85,65
160,51
121,17
98,149
87,66
65,64
130,137
23,73
44,129
71,48
77,7
120,15
50,131
68,123
90,34
134,45
104,100
17,17
88,145
83,8
56,142
149,43
167,10
64,8
103,67
64,6
140,26
132,123
149,15
157,56
109,63
104,93
36,18
48,32
129,48
62,59
72,133
97,60
150,24
89,153
63,16
85,133
121,145
84,138
85,78
24,18
93,140
62,2
103,131
93,152
149,20
163,41
141,35
156,72
77,29
112,99
149,33
63,135
86,29
116,54
150,114
145,93
159,86
142,64
90,47
82,134
147,83
144,53
125,122
91,25
123,141
95,153
89,125
70,140
162,96
114,28
109,57
96,95
112,14
47,57
125,49
80,54
22,63
74,46
82,22
73,76
74,68
56,59
54,126
130,28
79,40
90,111
59,3
157,15
148,126
160,25
88,123
99,60
137,120
46,47
123,7
84,118
135,124
37,42
31,14
38,26
28,71
17,10
86,103
34,58
51,55
109,45
85,51
54,124
91,95
81,70
131,26
165,67
68,11
159,66
164,31
86,37
109,152
166,93
172,11
83,62
121,22
159,64
125,55
143,40
166,64
138,69
113,145
74,110
110,51
31,40
57,33
146,99
112,63
115,57
152,98
86,44
133,47
111,137
21,32
75,122
126,61
142,32
81,80
96,153
76,90
56,56
97,25
91,68
80,121
112,137
43,82
138,49
127,29
23,12
90,31
43,34
155,114
53,37
167,80
110,144
60,57
26,26
128,21
97,80
85,99
36,120
135,125
91,82
76,72
30,52
121,14
168,42
62,46
140,80
165,13
108,83
130,123
76,135
68,63
89,75
135,50
129,59
49,42
76,104
110,53
47,36
60,39
26,15
73,111
116,1
114,80
56,58
106,50
166,85
76,15
124,40
28,31
110,93
35,61
107,9
159,40
115,25
46,86
95,26
126,127
88,106
106,43
141,71
71,38
111,135
110,151
39,80
69,142
130,129
104,94
120,35
41,94
167,81
110,132
88,136
143,17
103,65
88,18
71,46
88,142
23,52
63,138
90,68
25,97
72,54
81,22
116,15
136,29
106,61
112,41
154,39
138,138
37,82
81,59
59,49
40,122
86,40
50,135
64,13
87,115
164,13
111,17
114,81
116,8
114,62
98,131
62,21
111,77
121,39
135,49
136,138
107,79
59,124
111,49
138,120
153,48
109,89
165,96
47,16
109,36
144,57
160,85
119,16
65,6
160,69
62,127
49,61
150,75
165,36
82,76
53,137
80,85
105,152
93,29
143,122
134,125
29,52
84,91
132,120
78,15
150,17
61,64
121,132
35,44
128,45
145,53
104,153
99,132
147,27
79,48
145,114
34,53
141,43
165,93
37,16
81,68
101,51
161,82
140,110
155,47
36,63
123,129
36,78
92,55
30,24
101,124
29,88
82,27
95,48
86,111
58,144
61,33
114,135
40,35
129,138
159,100
74,65
28,88
35,41
145,41
59,137
112,91
82,141
75,88
148,20
150,52
64,56
168,21
158,73
104,33
87,149
145,97
135,54
88,81
39,25
116,60
60,7
159,45
50,136
73,104
34,120
69,64
77,143
52,56
36,94
68,134
136,136
130,136
64,145
63,62
68,10
99,90
72,12
41,46
30,44
127,36
83,30
78,18
21,6
134,26
79,50
92,81
146,109
119,128
39,36
139,21
87,106
31,11
114,92
76,20
154,35
150,77
36,96
149,71
107,25
94,125
35,120
152,53
80,150
92,46
120,37
75,41
146,132
83,127
83,33
64,130
32,54
39,89
95,58
139,77
98,61
20,22
65,16
51,11
79,98
115,55
53,17
69,54
157,21
61,17
66,53
91,143
75,146
128,135
72,134
151,54
42,88
94,16
51,35
149,102
120,42
83,90
131,23
57,132
70,58
154,70
97,127
135,25
158,85
74,2
113,9
82,118
18,19
22,31
155,83
60,21
120,149
29,13
80,5
75,112
130,142
88,143
25,35
71,27
80,59
105,100
42,53
134,120
31,56
111,88
155,60
99,124
26,81
121,1
100,136
157,74
55,10
152,20
70,35
56,25
53,133
116,123
144,37
165,50
105,49
99,147
115,148
141,15
106,17
103,125
61,134
48,41
90,143
82,151
150,15
101,98
23,70
50,24
80,16
60,9
162,90
81,21
92,115
118,6
126,37
132,38
137,64
141,102
106,146
166,54
140,55
88,42
98,150
173,3
98,143
147,61
53,28
170,30
68,20
37,76
141,54
129,40
141,29
99,24
43,80
162,12
105,34
27,40
45,20
162,38
54,136
85,37
158,92
84,31
157,67
134,70
154,28
74,28
90,42
123,46
82,44
91,86
165,21
107,145
161,9
148,25
84,152
157,40
80,24
35,83
71,43
50,41
40,81
111,19
78,138
119,134
116,142
144,60
27,35
50,61
77,22
155,88
24,50
82,97
46,19
98,118
130,38
116,86
148,26
65,32
140,73
146,63
37,48
129,2
69,60
150,124
124,52
78,21
135,41
32,33
137,50
153,110
75,35
33,82
118,127
90,124
144,74
82,99
61,27
125,125
77,39
61,5
160,86
53,34
34,16
69,20
60,62
42,82
30,47
99,154
68,41
85,31
127,141
111,6
94,48
165,35
95,18
101,30
70,57
63,35
69,66
160,83
84,50
63,140
155,27
73,56
169,61
53,20
118,0
17,7
103,58
55,14
93,105
140,131
45,29
123,54
134,49
128,1
160,43
29,93
58,6
93,121
68,27
126,32
88,79
36,61
26,35
107,49
38,22
58,58
101,90
144,21
90,76
148,67
163,80
126,58
94,110
103,134
82,71
23,54
81,71
134,119
114,124
123,19
57,15
167,33
171,47
104,123
148,82
97,151
134,135
124,41
103,60
24,57
103,36
143,72
118,148
66,22
155,118
84,120
34,49
48,130
161,83
124,14
133,50
172,10
75,42
161,35
156,61
141,98
124,31
84,148
80,114
165,53
87,20
55,130
153,82
58,56
105,42
46,24
81,114
89,100
129,34
93,109
151,59
158,86
111,27
42,26
122,26
138,37
104,81
113,35
