"x","y"
340,366
191,584
438,38
21,319
668,206
516,388
257,120
446,52
192,586
141,528
539,398
76,190
266,85
423,33
613,598
384,616
265,570
351,411
580,248
329,374
218,711
222,600
203,527
320,751
333,330
193,396
323,206
177,414
414,30
467,72
365,672
692,237
93,145
565,233
177,528
325,632
315,196
498,711
506,254
213,570
105,137
685,232
45,211
378,644
78,477
407,744
347,358
740,325
177,87
82,540
448,397
365,408
209,621
65,511
396,28
712,381
312,482
557,400
342,322
330,329
417,39
382,233
721,372
519,701
581,378
196,67
290,11
136,439
531,391
227,91
717,389
180,104
148,381
455,58
146,379
527,437
41,205
335,313
200,430
52,198
174,455
374,612
216,100
197,382
456,489
354,405
453,246
354,7
219,526
130,568
586,309
272,113
125,445
663,502
363,6
539,678
196,524
433,307
106,187
316,657
356,410
564,224
568,221
574,304
127,568
529,273
332,764
266,49
155,110
328,477
194,602
231,666
502,362
554,666
30,216
297,759
214,487
678,454
213,677
348,215
251,198
579,642
230,517
674,418
170,188
594,133
234,197
318,328
665,263
501,396
49,364
255,739
525,395
533,129
279,740
289,708
246,492
649,293
666,462
222,622
56,210
632,581
187,433
388,530
154,527
617,309
331,13
372,12
529,684
676,371
437,259
320,53
639,150
274,569
674,256
509,394
315,703
93,540
241,616
193,672
344,150
476,472
410,749
391,175
311,553
237,733
358,457
563,232
726,376
212,623
574,380
111,391
322,611
486,395
524,395
170,442
413,749
454,747
67,379
662,195
252,107
604,326
722,386
365,379
508,365
427,404
326,548
475,243
235,31
678,458
409,410
380,167
215,594
632,311
309,49
99,126
452,739
639,550
207,429
412,28
734,359
232,573
450,316
355,226
149,428
508,103
184,571
167,574
691,243
307,204
303,754
399,195
168,447
336,317
32,241
90,554
234,511
489,730
269,706
218,523
603,309
509,447
425,37
737,327
330,353
170,96
156,181
546,687
521,706
474,724
463,314
291,4
315,638
192,647
106,565
608,308
116,181
729,258
65,521
206,394
328,320
156,429
305,204
326,327
340,93
513,387
484,473
37,348
720,393
319,610
468,479
286,644
735,324
73,479
183,78
390,432
513,382
748,297
456,745
670,214
274,117
196,365
500,384
214,485
717,390
502,103
632,553
99,389
254,738
216,699
187,396
21,274
667,251
635,560
194,65
167,572
198,596
182,524
358,352
224,645
213,678
291,5
353,763
684,429
148,386
85,164
180,529
197,591
699,250
611,618
533,281
319,559
155,570
533,434
319,700
459,390
742,335
500,392
545,408
345,344
679,432
355,340
339,217
132,528
20,236
418,269
266,735
16,303
370,159
373,9
642,550
229,699
90,164
704,248
672,479
429,744
60,377
288,668
222,97
78,473
25,225
542,126
411,754
196,571
504,351
177,366
570,641
76,531
509,359
441,46
305,746
532,422
488,82
704,401
661,484
187,639
319,329
411,511
609,311
391,230
336,401
536,678
721,370
145,388
307,567
550,688
198,96
114,385
275,566
363,391
91,549
681,457
249,568
275,506
561,400
211,638
155,184
149,182
130,445
456,256
621,144
185,373
591,317
217,572
297,558
449,308
197,629
335,62
630,583
404,763
249,570
680,436
489,716
288,570
177,85
363,455
323,560
570,369
341,404
465,740
228,717
89,152
554,205
362,445
194,594
96,187
366,573
486,731
200,384
213,702
519,377
522,692
610,314
663,510
18,256
206,675
319,629
321,707
71,379
330,756
414,512
172,580
478,66
336,354
477,479
283,567
374,585
688,402
336,377
188,662
380,648
476,387
91,151
438,753
489,728
291,751
186,651
296,559
341,378
169,98
279,665
185,431
142,174
740,304
385,179
630,311
104,460
534,128
249,194
226,521
336,368
608,318
139,108
205,200
78,196
461,239
318,196
579,364
170,531
200,62
368,576
349,387
658,273
22,345
338,87
719,392
202,98
668,198
366,569
224,524
8,281
739,308
51,202
423,273
369,161
253,500
157,383
216,702
180,84
143,577
459,736
283,738
344,344
255,725
229,709
14,329
284,649
631,146
739,356
281,112
732,274
472,478
570,659
469,68
194,410
209,100
389,225
537,131
475,72
328,310
651,302
199,398
391,537
557,199
299,645
742,300
496,395
513,448
24,331
375,529
493,338
104,135
464,323
180,387
177,524
505,369
358,411
255,626
586,310
81,190
597,349
347,149
535,401
211,393
34,225
46,203
669,255
540,412
680,236
642,542
115,388
191,615
401,428
449,256
170,108
232,44
378,164
135,382
245,577
599,135
291,654
695,392
292,493
340,345
209,619
179,195
265,703
588,633
677,251
206,65
339,761
119,395
732,357
73,531
648,545
98,550
467,738
267,737
736,368
218,202
26,346
127,387
34,212
156,182
333,316
234,728
296,2
187,420
249,26
33,334
328,386
39,347
262,578
226,705
239,683
165,565
14,308
522,693
499,242
713,255
251,688
158,110
453,738
348,150
171,190
685,401
247,192
722,254
158,410
332,75
193,368
354,225
147,176
262,499
511,389
329,550
171,181
498,250
178,95
51,210
429,408
330,211
223,650
454,312
333,334
543,286
472,470
269,192
397,180
312,643
193,367
575,649
584,129
200,675
437,745
195,650
657,489
573,659
438,748
40,343
209,347
359,753
303,707
632,571
632,550
359,396
480,392
190,418
321,481
165,178
91,160
394,180
366,578
559,127
716,397
457,490
377,533
41,227
489,713
347,550
748,324
193,638
679,375
287,195
179,567
317,356
342,317
331,331
422,406
167,109
646,292
625,309
330,372
446,747
352,370
514,121
290,568
232,42
356,545
584,312
254,621
654,537
243,105
276,708
325,136
336,394
661,182
258,505
425,260
156,389
194,585
256,497
668,218
327,133
195,616
178,399
299,124
231,196
481,725
680,223
657,280
268,740
191,415
234,518
202,194
63,491
135,386
673,403
596,132
514,117
291,702
237,192
290,707
186,573
732,292
61,501
372,239
510,99
39,219
52,211
301,702
225,697
262,567
258,731
215,579
76,381
183,645
501,106
170,101
63,384
18,238
222,598
253,626
326,371
359,546
246,733
218,196
356,756
649,290
617,315
373,620
286,497
558,298
243,190
369,19
323,602
179,380
432,406
481,475
315,129
436,407
71,494
727,284
729,298
200,362
496,86
100,560
249,576
290,645
67,518
657,189
599,345
671,188
221,527
199,657
200,653
103,139
175,453
503,394
234,77
386,163
322,626
416,753
188,583
205,676
707,234
189,524
398,197
609,319
545,117
450,53
530,391
208,685
362,10
76,191
589,637
414,753
360,552
667,258
32,237
220,712
366,157
201,52
177,386
511,368
483,93
528,135
157,102
676,421
552,289
261,694
135,437
341,144
189,581
182,379
734,353
589,643
221,516
566,660
621,143
182,397
578,641
656,188
521,384
33,241
687,392
558,204
452,497
190,390
585,126
358,357
739,352
270,103
431,511
734,342
334,1
309,651
327,322
377,237
742,298
315,620
706,248
440,263
214,702
198,387
330,388
315,629
699,232
583,376
335,119
359,553
309,487
555,302
207,89
220,488
677,247
117,177
323,335
376,586
344,550
188,617
340,100
482,76
479,237
325,767
318,749
449,260
429,305
406,748
507,448
140,396
380,763
462,65
280,576
317,342
197,610
211,350
291,713
323,703
282,645
225,201
233,719
336,146
210,200
341,360
700,392
387,524
34,346
202,202
383,533
459,387
198,376
679,428
349,341
340,385
232,679
321,331
296,703
505,705
101,464
188,613
355,355
362,541
303,759
190,635
212,702
208,445
497,393
308,41
314,322
146,422
104,381
361,659
679,401
223,97
668,486
74,510
343,3
678,226
199,378
392,205
343,213
208,50
344,371
216,331
341,389
737,337
541,677
588,637
472,473
334,64
224,487
426,509
726,280
377,750
147,395
460,393
264,695
120,452
113,567
437,36
321,703
266,732
203,445
199,347
36,336
291,662
392,223
500,245
396,212
747,291
675,475
210,487
84,482
245,61
455,57
613,315
387,437
338,318
732,277
380,620
672,439
590,311
653,518
603,326
396,206
374,655
323,564
545,289
208,383
314,650
194,581
461,740
79,481
713,386
505,111
608,324
666,193
233,102
389,525
562,304
429,745
555,192
661,189
546,402
297,490
436,43
353,365
304,707
20,255
199,395
453,736
301,565
744,297
200,87
321,142
705,388
305,648
265,505
257,186
524,270
142,432
251,113
298,569
608,331
727,377
326,617
103,137
112,185
191,590
573,378
292,5
227,715
7,303
318,128
651,535
344,409
300,637
507,106
60,512
308,50
61,502
87,537
522,125
311,757
284,642
335,377
602,314
193,647
342,353
191,617
417,413
564,659
668,485
149,378
570,383
600,604
480,242
460,246
671,480
584,635
487,474
318,341
112,525
460,493
171,117
432,40
143,387
302,561
449,499
369,537
367,154
376,234
292,559
83,181
651,506
469,320
471,482
730,289
210,393
95,151
607,309
355,557
585,631
219,612
385,219
349,344
370,449
316,337
349,409
397,22
360,763
329,328
378,585
735,351
506,391
379,623
708,397
668,456
155,573
250,516
610,592
330,698
192,529
729,279
574,301
189,648
325,557
223,94
91,390
283,700
203,68
451,311
566,656
300,119
211,684
279,193
337,340
117,558
428,43
393,755
253,620
35,218
254,625
666,189
594,630
342,144
378,21
333,308
383,596
69,201
90,139
521,131
268,744
661,185
661,510
224,716
370,158
561,664
15,262
229,701
197,416
340,102
285,498
269,643
503,713
112,121
201,428
107,529
739,304
563,667
267,501
677,200
117,442
136,567
277,18
428,270
114,526
331,65
275,744
259,575
589,646
157,527
283,493
178,86
200,88
355,388
59,365
206,668
665,485
409,764
464,732
422,750
368,651
626,148
353,227
197,449
465,399
539,695
141,108
272,567
361,395
58,202
592,630
16,249
362,547
322,564
673,429
710,380
672,461
302,652
551,289
305,655
100,124
599,333
63,364
281,493
59,363
382,616
224,490
284,644
220,645
553,118
447,737
328,346
667,211
680,245
165,383
365,542
283,17
197,404
186,612
308,649
208,575
240,104
239,672
348,409
253,610
589,319
596,312
668,471
656,171
138,571
18,317
625,596
77,523
259,572
99,455
285,629
321,610
446,487
374,17
559,673
490,459
548,288
327,4
229,575
567,655
195,436
127,440
473,727
469,322
569,311
423,293
507,369
638,304
341,373
321,328
430,513
367,562
640,300
716,372
598,617
174,96
195,683
260,513
736,266
350,10
621,592
380,444
25,349
512,394
739,342
83,186
223,596
205,524
339,758
658,192
350,411
209,440
339,385
287,757
197,62
741,339
464,234
643,547
694,246
396,531
218,627
314,9
564,668
282,568
319,46
44,357
374,633
360,667
668,202
274,192
359,16
328,556
509,391
521,710
155,434
658,480
196,194
482,243
500,721
203,683
556,293
79,381
743,311
110,178
528,392
406,753
216,593
80,175
672,253
317,638
308,704
364,662
364,450
6,287
345,218
357,393
388,221
44,222
355,144
311,194
525,428
564,223
375,587
637,566
95,391
382,589
461,484
660,510
543,401
170,383
175,189
274,112
226,95
489,729
517,712
675,267
351,412
321,322
197,424
339,755
676,252
223,589
289,492
415,20
147,574
195,420
486,235
319,12
327,750
649,292
328,625
373,768
336,206
473,74
666,277
284,758
317,603
511,249
385,433
132,390
47,363
348,350
217,701
658,271
209,669
22,323
331,382
508,453
658,509
459,483
261,692
382,597
229,80
471,392
108,447
197,89
350,347
388,16
187,418
87,472
257,109
169,180
481,392
514,365
251,493
375,592
669,257
382,764
627,573
196,655
184,194
366,751
354,367
318,368
495,464
419,303
246,614
250,686
377,630
593,614
327,369
550,284
700,238
241,190
553,406
595,316
524,699
215,632
334,102
601,313
493,97
312,119
382,610
101,450
187,523
465,313
134,445
460,322
347,688
324,352
658,183
247,727
480,474
572,231
347,338
383,158
145,188
700,393
78,193
631,564
234,104
103,561
320,641
187,588
638,302
237,193
368,446
614,607
179,530
566,230
207,57
396,526
335,3
482,477
440,265
437,757
572,374
125,439
181,381
97,156
196,600
402,27
322,386
584,127
496,241
330,127
531,388
146,572
138,565
278,500
384,760
339,469
331,750
149,569
379,755
608,612
255,732
694,403
80,514
129,439
318,746
5,263
472,390
431,35
320,624
274,745
259,112
441,315
609,135
387,236
238,195
406,417
15,322
98,180
227,321
328,558
185,471
13,295
510,111
282,47
178,470
520,254
591,363
421,520
741,355
421,404
325,699
576,385
158,416
670,205
398,19
363,658
638,565
75,387
389,20
642,160
187,75
316,354
216,201
573,373
117,445
718,259
618,146
206,374
294,640
362,224
740,351
160,395
679,256
205,440
174,380
326,322
459,391
208,406
32,238
725,272
676,258
83,549
243,729
139,111
651,534
6,297
599,341
233,576
582,352
601,326
369,162
673,411
89,161
346,758
352,769
577,649
411,423
324,760
228,39
84,540
311,120
512,389
439,747
240,199
262,638
341,387
416,758
326,377
224,639
514,395
610,330
588,129
189,657
223,487
471,317
380,236
407,514
680,457
45,368
725,372
107,457
672,190
166,430
722,272
587,620
569,397
23,347
535,120
626,154
368,18
453,747
332,8
450,746
212,570
259,735
360,370
269,699
605,315
9,310
615,602
83,192
671,211
679,378
657,185
499,89
505,361
440,737
78,188
94,453
649,179
610,145
614,604
514,702
203,359
234,673
583,131
335,391
95,153
654,294
351,768
260,564
459,499
245,729
455,492
660,508
278,744
216,638
117,448
106,459
249,721
322,51
391,748
153,397
360,368
90,460
552,118
229,28
221,327
548,685
669,213
262,631
318,376
659,510
109,117
226,571
727,371
405,419
200,193
176,104
348,394
674,433
350,9
203,54
217,659
39,218
580,127
15,281
590,629
655,531
396,216
480,89
442,51
398,516
574,666
229,662
322,10
454,260
653,294
638,163
518,111
112,386
105,559
203,430
489,466
592,134
234,579
305,10
395,760
412,509
265,60
343,409
159,392
22,247
146,431
220,689
546,282
345,398
197,672
197,572
665,467
333,367
339,397
284,18
490,383
485,463
672,196
566,384
212,603
555,202
722,385
653,178
470,317
431,747
588,363
467,65
214,486
107,384
358,763
359,364
602,614
185,583
324,51
329,141
527,137
164,449
675,432
316,473
578,242
371,544
363,449
548,396
580,639
260,567
242,688
424,754
497,340
694,238
723,260
651,528
408,520
287,702
653,535
314,756
126,442
13,301
121,111
195,582
656,541
249,191
80,191
351,215
78,386
190,194
303,488
210,687
720,388
11,318
446,45
137,396
194,675
199,193
342,363
513,438
209,437
362,13
481,388
739,357
207,578
180,616
161,445
199,432
394,752
217,593
341,696
553,417
590,319
345,314
719,385
417,281
623,142
668,494
192,382
585,323
465,389
142,383
335,317
406,752
406,17
320,124
384,168
643,537
84,161
140,381
608,310
299,650
206,568
353,461
645,169
424,274
356,225
617,581
688,235
175,185
335,331
430,257
597,613
488,726
329,310
312,487
703,388
215,714
605,133
345,406
283,652
13,312
301,571
344,384
125,180
364,663
537,400
153,574
541,415
375,568
676,408
246,622
414,409
728,363
315,341
701,403
248,519
520,384
365,8
743,299
152,380
336,77
314,338
41,229
137,570
372,567
440,394
599,126
183,578
324,700
323,754
165,387
261,733
209,356
573,310
461,65
73,381
343,318
332,612
255,735
251,617
304,755
309,45
575,374
164,382
358,417
221,706
489,465
255,499
270,192
544,402
227,570
157,441
189,647
7,306
350,6
431,260
192,79
513,440
100,188
412,21
59,374
641,298
222,491
618,316
733,294
175,455
339,127
678,241
29,241
256,191
144,532
311,650
571,118
113,123
288,649
346,547
726,356
413,289
355,375
20,324
399,757
665,459
204,434
557,218
401,532
394,198
275,750
188,371
163,101
67,511
39,225
503,96
608,591
634,570
322,1
605,595
488,245
464,399
537,431
212,633
482,322
351,334
627,301
563,122
331,376
571,670
344,84
160,530
125,384
305,566
199,67
667,471
292,564
337,381
363,759
339,327
357,544
457,254
256,506
145,574
684,410
320,337
466,733
210,203
214,202
9,323
510,718
488,725
665,252
532,689
409,749
357,16
696,228
696,245
318,761
731,289
631,312
75,488
484,77
674,436
447,498
355,373
606,129
188,104
224,96
351,353
188,653
613,597
634,162
467,61
736,360
326,312
34,236
724,251
318,202
625,571
625,573
176,108
352,362
261,505
351,764
235,496
252,510
332,313
195,526
471,318
532,419
397,753
450,52
517,108
16,250
250,66
262,501
467,67
703,239
390,764
577,640
80,390
434,311
364,8
691,399
86,169
302,565
243,100
353,224
185,395
172,95
285,649
366,152
682,234
140,394
200,407
675,469
600,136
341,462
546,676
230,105
291,568
125,433
344,406
678,413
221,200
545,671
330,358
497,244
100,451
213,569
359,140
691,231
288,700
742,327
191,598
559,205
615,139
363,153
19,256
91,540
359,377
216,484
319,4
259,59
215,599
591,350
345,545
211,687
200,395
318,198
328,764
334,120
370,6
672,474
537,413
652,519
461,738
325,144
623,565
124,174
641,538
87,375
704,394
688,232
313,209
387,433
42,203
307,750
680,238
271,508
144,105
115,455
25,333
692,236
358,374
327,371
449,49
460,236
192,398
504,101
114,563
676,270
224,656
548,406
465,319
89,472
284,47
127,528
246,687
182,74
195,423
334,387
669,226
544,129
536,278
363,664
120,446
673,237
123,532
606,322
571,648
298,9
107,395
218,664
299,43
309,567
737,359
303,708
96,181
181,624
353,459
328,553
214,351
598,318
247,514
314,209
528,693
475,726
577,127
175,110
664,498
499,392
194,63
246,23
116,449
251,110
489,92
457,400
133,569
321,350
188,372
350,373
732,282
362,359
446,255
599,617
337,92
231,28
190,385
213,581
277,653
337,212
253,21
540,277
372,643
190,644
589,632
520,701
79,476
178,369
205,362
635,552
335,80
344,367
426,503
611,601
498,396
352,7
724,274
657,276
154,428
678,204
324,149
65,376
350,365
252,696
357,685
738,352
187,572
315,205
196,673
397,426
495,729
361,4
399,422
119,554
746,289
371,240
411,751
210,624
455,48
494,334
325,626
176,390
224,646
92,377
605,323
12,286
301,116
202,199
24,333
180,74
299,116
359,374
540,123
323,132
101,553
34,344
17,339
474,64
195,577
563,119
711,388
195,613
379,646
206,384
441,736
399,199
328,619
287,747
478,68
654,176
632,564
355,372
199,356
53,363
255,574
452,749
156,190
553,675
202,423
289,569
433,502
283,639
63,510
619,138
434,741
641,168
274,22
235,726
599,124
351,420
309,199
388,172
733,283
19,335
158,578
730,353
223,656
269,188
662,488
505,100
601,601
370,163
255,611
566,662
324,365
625,567
665,184
364,394
177,411
325,700
12,329
707,391
331,748
20,293
672,231
343,113
360,675
546,129
651,515
393,421
162,566
345,342
201,406
543,398
314,476
112,446
680,400
295,564
137,380
359,221
9,265
739,348
329,759
174,575
27,237
225,515
201,197
228,578
544,401
556,299
539,128
385,440
357,349
722,378
147,569
582,117
339,7
332,324
391,524
680,456
398,430
694,400
85,519
415,278
484,468
85,471
652,284
359,392
232,569
269,747
364,557
313,646
271,639
274,502
144,183
199,610
94,139
415,751
669,452
348,384
575,372
325,212
192,364
507,384
145,186
713,382
502,364
580,117
217,36
138,388
195,396
408,524
203,582
369,579
78,379
197,387
658,485
498,87
177,82
294,566
673,203
673,242
369,563
739,307
500,101
601,610
405,427
662,182
446,741
212,569
716,386
145,114
641,292
317,562
147,390
195,617
84,184
342,347
26,251
467,241
270,752
607,323
341,376
343,215
339,374
92,519
211,200
316,209
249,626
319,126
241,615
251,499
509,120
227,577
243,515
404,31
721,266
253,194
389,764
286,46
510,721
494,86
363,396
551,288
556,208
644,300
159,380
112,127
430,750
577,235
521,708
380,161
678,233
270,112
453,57
73,518
200,577
193,381
379,581
737,320
93,186
579,369
387,16
43,205
244,495
344,759
298,752
528,124
276,647
201,430
94,463
660,492
536,424
324,351
244,572
137,386
146,392
137,188
317,648
312,745
366,383
607,616
195,57
64,364
163,574
617,310
654,167
189,356
504,716
320,761
413,271
313,197
671,269
735,295
248,189
661,485
192,658
237,110
184,81
379,11
538,417
64,374
443,308
449,401
635,159
8,276
419,278
213,695
78,192
201,682
425,261
349,347
398,425
675,216
392,19
375,652
584,349
291,116
347,415
737,301
535,432
115,181
601,630
648,528
390,751
488,332
580,648
509,444
558,121
464,747
636,559
629,576
242,574
102,120
344,215
289,9
242,105
24,313
17,244
363,158
168,459
328,766
672,494
255,731
399,748
77,486
340,407
325,348
73,385
616,132
226,93
290,754
77,469
3,287
209,199
260,621
171,94
190,434
668,429
324,47
97,552
665,196
362,569
731,376
374,575
157,387
392,220
545,290
508,361
108,192
467,479
217,599
677,427
641,541
718,269
345,212
367,448
518,705
495,332
493,723
113,529
518,265
536,688
380,20
337,147
192,575
253,502
409,20
72,373
355,551
316,637
354,9
690,399
283,113
328,202
352,676
640,531
219,629
535,431
327,563
232,516
371,598
239,491
550,404
220,694
150,428
21,244
236,716
183,381
650,161
642,553
210,196
455,256
485,469
167,116
22,240
601,633
195,389
729,295
553,687
105,548
455,243
738,331
374,752
103,457
383,169
101,128
380,647
536,275
106,132
345,338
342,81
474,232
172,378
333,366
213,437
38,216
348,217
154,179
338,8
183,104
670,210
182,188
160,424
98,555
715,247
348,12
183,401
312,640
324,749
317,596
733,366
188,394
221,605
563,389
209,419
429,404
185,417
212,400
518,446
150,421
432,304
348,348
204,417
11,299
104,385
652,178
189,367
140,383
566,128
137,180
742,343
525,138
251,115
624,592
254,688
502,105
737,322
441,42
28,226
344,544
280,16
385,16
456,53
306,204
218,595
309,196
69,386
196,672
660,493
344,343
192,613
195,601
673,419
674,197
499,385
719,365
744,353
630,302
196,189
313,127
19,245
351,361
442,257
524,260
186,632
678,216
197,681
332,325
319,48
736,336
266,627
400,19
401,20
491,728
191,603
168,183
544,276
666,456
306,492
554,217
195,631
15,319
383,749
195,474
573,240
117,393
262,639
379,597
260,185
139,433
678,403
331,351
422,413
194,199
426,504
191,405
203,690
67,492
637,161
557,295
88,550
337,328
444,745
240,718
516,713
322,204
346,214
189,437
200,402
365,656
714,393
159,390
284,15
300,481
303,50
187,72
284,193
374,6
160,116
66,521
297,646
110,394
620,142
299,5
325,344
245,21
36,213
434,307
164,381
142,384
504,392
187,430
198,422
596,624
519,704
682,222
422,297
460,478
732,279
430,266
348,218
452,495
416,759
291,499
345,356
534,705
675,456
232,717
73,382
122,435
207,426
577,634
368,578
420,276
101,185
367,673
609,609
75,524
451,739
390,757
240,575
299,203
464,484
337,210
178,92
268,571
522,437
329,599
258,565
409,516
321,609
477,478
532,396
344,138
735,321
375,236
430,263
267,730
76,532
187,407
527,691
152,102
217,597
501,720
148,395
526,691
11,312
463,320
205,486
514,397
349,340
351,342
480,332
168,181
498,723
471,236
100,142
310,557
96,453
188,605
352,554
257,572
508,702
518,123
125,562
318,642
311,763
530,696
307,480
713,250
581,370
180,93
513,115
163,378
381,602
297,123
418,33
730,277
305,760
221,669
385,10
657,277
469,480
723,369
381,608
281,655
116,437
339,557
311,202
737,288
225,651
262,504
158,117
238,71
505,367
587,305
655,279
540,129
330,326
297,559
411,518
219,573
730,354
334,332
414,25
342,398
194,572
211,201
141,387
554,208
370,537
498,383
368,669
410,756
20,327
727,372
655,530
652,511
559,200
148,393
213,51
213,577
360,559
329,400
220,37
407,414
477,482
253,576
232,674
139,381
264,577
670,197
321,340
70,506
632,312
396,524
417,420
240,734
84,481
325,467
486,79
43,222
176,408
684,397
679,257
434,504
424,753
334,559
132,570
353,397
85,166
728,368
323,307
11,309
174,103
476,68
352,412
30,239
182,189
113,108
743,316
341,466
24,262
214,572
267,640
385,431
35,361
108,562
551,402
200,589
662,511
244,496
200,372
361,563
345,328
151,386
347,140
209,92
214,607
324,697
482,77
568,658
86,377
364,566
544,422
86,192
378,165
186,85
284,666
604,125
99,379
87,165
158,429
524,385
193,439
304,569
444,45
200,449
127,559
176,194
366,559
108,449
606,611
74,535
391,17
375,580
326,9
469,70
666,205
357,216
122,190
206,433
13,293
688,400
297,641
656,517
333,552
176,571
322,319
525,389
296,15
195,409
285,744
67,383
699,396
199,383
251,22
661,285
71,495
111,188
531,268
198,397
606,592
578,315
255,104
671,494
222,595
594,624
529,390
180,623
4,267
96,135
171,183
738,336
446,394
323,605
654,278
262,73
310,657
204,402
352,8
205,368
294,646
55,194
297,572
188,421
625,599
319,372
360,407
342,9
446,400
250,509
332,375
216,701
296,708
585,348
203,205
28,352
355,351
732,326
505,108
182,380
533,388
358,378
189,625
516,369
363,763
621,145
504,95
188,431
487,384
221,702
195,351
366,398
37,350
344,216
344,415
657,492
728,286
268,693
358,407
323,550
284,711
182,473
157,113
439,752
449,736
203,659
365,4
206,413
663,503
380,601
521,430
169,577
344,317
265,738
461,62
349,688
680,229
67,509
79,385
596,124
196,674
104,455
398,29
370,643
383,244
507,357
359,381
220,577
569,373
431,305
32,357
431,43
317,48
70,199
92,155
591,632
460,239
686,395
295,571
73,194
68,379
317,354
499,467
311,649
106,175
234,32
149,565
315,478
190,192
188,397
680,392
309,131
476,468
585,641
553,207
220,709
179,576
744,329
649,284
615,601
186,597
75,523
488,238
